,id,title,context,question,answers,context_length,answer_text,start_index,answer_pos,context_cat,answer_pos_cat,answer_start_cat
56194,572663cd5951b619008f714a,Film_speed,"The Recommended Exposure Index (REI) technique, new in the 2006 version of the standard, allows the manufacturer to specify a camera model’s EI choices arbitrarily. The choices are based solely on the manufacturer’s opinion of what EI values produce well-exposed sRGB images at the various sensor sensitivity settings. This is the only technique available under the standard for output formats that are not in the sRGB color space. This is also the only technique available under the standard when multi-zone metering (also called pattern metering) is used.",When was the Recommended Exposure Index introduced?,"{'text': array(['2006'], dtype=object), 'answer_start': array([59], dtype=int32)}",557,2006,59,0.1059245960502693,"(0, 600]","[0.0, 0.25)","[0, 150)"
114635,5ad3c91f604f3c001a3ff08b,Alfred_North_Whitehead,"Alfred North Whitehead was born in Ramsgate, Kent, England, in 1861. His father, Alfred Whitehead, was a minister and schoolmaster of Chatham House Academy, a successful school for boys established by Thomas Whitehead, Alfred North's grandfather. Whitehead himself recalled both of them as being very successful schoolmasters, but that his grandfather was the more extraordinary man. Whitehead's mother was Maria Sarah Whitehead, formerly Maria Sarah Buckmaster. Whitehead was apparently not particularly close with his mother, as he never mentioned her in any of his writings, and there is evidence that Whitehead's wife, Evelyn, had a low opinion of her.",Where was Alfred West Whitehead born?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",656,,-1,-0.001524390243902439,"(600, 700]","[-0.25, 0.0)","[-1, 0)"
53309,5726144d271a42140099d442,Clothing,"According to archaeologists and anthropologists, the earliest clothing likely consisted of fur, leather, leaves, or grass that were draped, wrapped, or tied around the body. Knowledge of such clothing remains inferential, since clothing materials deteriorate quickly compared to stone, bone, shell and metal artifacts. Archeologists have identified very early sewing needles of bone and ivory from about 30,000 BC, found near Kostenki, Russia in 1988. Dyed flax fibers that could have been used in clothing have been found in a prehistoric cave in the Republic of Georgia that date back to 36,000 BP.",What does clothing materials do more quickly compared to stone and bone?,"{'text': array(['deteriorate'], dtype=object), 'answer_start': array([247], dtype=int32)}",600,deteriorate,247,0.4116666666666667,"(0, 600]","[0.25, 0.5)","[150, 400)"
8903,56ddee0866d3e219004dae1e,Dutch_Republic,"In the Union of Utrecht of 20 January 1579, Holland and Zeeland were granted the right to accept only one religion (in practice, Calvinism). Every other province had the freedom to regulate the religious question as it wished, although the Union stated every person should be free in the choice of personal religion and that no person should be prosecuted based on religious choice. William of Orange had been a strong supporter of public and personal freedom of religion and hoped to unite Protestants and Catholics in the new union, and, for him, the Union was a defeat. In practice, Catholic services in all provinces were quickly forbidden, and the Reformed Church became the ""public"" or ""privileged"" church in the Republic.",What did the Union state that every person should be free to choose?,"{'text': array(['personal religion'], dtype=object), 'answer_start': array([298], dtype=int32)}",728,personal religion,298,0.40934065934065933,"(700, 1000]","[0.25, 0.5)","[150, 400)"
122861,57324b720fdd8d15006c6923,Protestantism,"In Congregational and Presbyterian churches which profess a traditionally Calvinist or Reformed theology there are differing views regarding present-day continuation or cessation of the gifts (charismata) of the Spirit. Generally, however, Reformed charismatics distance themselves from renewal movements with tendencies which could be perceived as overemotional, such as Word of Faith, Toronto Blessing, Brownsville Revival and Lakeland Revival. Prominent Reformed charismatic denominations are the Sovereign Grace Churches and the Every Nation Churches in the USA, in Great Britain there is the Newfrontiers churches and movement, which leading figure is Terry Virgo.",Who heads the Newfrontiers movement?,"{'text': array(['Terry Virgo'], dtype=object), 'answer_start': array([657], dtype=int32)}",669,Terry Virgo,657,0.9820627802690582,"(600, 700]","[0.5, 1.5)","[400, 5000)"
44792,5ad356d1604f3c001a3fddd9,Dell,"Dell traces its origins to 1984, when Michael Dell created Dell Computer Corporation, which at the time did business as PC's Limited, while a student of the University of Texas at Austin. The dorm-room headquartered company sold IBM PC-compatible computers built from stock components. Dell dropped out of school to focus full-time on his fledgling business, after getting $1,000 in expansion-capital from his family. In 1985, the company produced the first computer of its own design, the Turbo PC, which sold for $795. PC's Limited advertised its systems in national computer magazines for sale directly to consumers and custom assembled each ordered unit according to a selection of options. The company grossed more than $73 million in its first year of operation.",How much did Dell lose in its first year?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",768,,-1,-0.0013020833333333333,"(700, 1000]","[-0.25, 0.0)","[-1, 0)"
76070,57283abb4b864d19001647b2,Dissolution_of_the_Soviet_Union,"On July 23, 1990, Leonid Kravchuk was elected to replace Ivashko as parliament chairman. On July 30, Parliament adopted a resolution on military service ordering Ukrainian soldiers ""in regions of national conflict such as Armenia and Azerbaijan"" to return to Ukrainian territory. On August 1, Parliament voted overwhelmingly to shut down the Chernobyl Nuclear Power Plant. On August 3, it adopted a law on the economic sovereignty of the Ukrainian republic. On August 19, the first Ukrainian Catholic liturgy in 44 years was celebrated at St. George Cathedral. On September 5–7, the International Symposium on the Great Famine of 1932–1933 was held in Kiev. On September 8, The first ""Youth for Christ"" rally since 1933 took place held in Lviv, with 40,000 participants. In September 28–30, the Green Party of Ukraine held its founding congress. On September 30, nearly 100,000 people marched in Kiev to protest against the new union treaty proposed by Gorbachev.",How many people attended the Youth for Christ rally?,"{'text': array(['40,000'], dtype=object), 'answer_start': array([750], dtype=int32)}",963,"40,000",750,0.778816199376947,"(700, 1000]","[0.5, 1.5)","[400, 5000)"
41884,570d675db3d812140066d84f,Franco-Prussian_War,"With the defeat of the First Army, Prince Frederick Charles ordered a massed artillery attack against Canrobert's position at St. Privat to prevent the Guards attack from failing too. At 19:00 the 3rd Division of Fransecky's II Corps of the Second Army advanced across Ravine while the XII Corps cleared out the nearby town of Roncourt and with the survivors of the 1st Guards Infantry Division launched a fresh attack against the ruins of St. Privat. At 20:00, the arrival of the Prussian 4th Infantry Division of the II Corps and with the Prussian right flank on Mance Ravine, the line stabilised. By then, the Prussians of the 1st Guards Infantry Division and the XII and II Corps captured St. Privat forcing the decimated French forces to withdraw. With the Prussians exhausted from the fighting, the French were now able to mount a counter-attack. General Bourbaki, however, refused to commit the reserves of the French Old Guard to the battle because, by that time, he considered the overall situation a 'defeat'. By 22:00, firing largely died down across the battlefield for the night. The next morning, the French Army of the Rhine, rather than resume the battle with an attack of its own against the battle-weary German armies, retreated to Metz where they were besieged and forced to surrender two months later.",Which army was forced to retreat to Metz and surrender two months later?,"{'text': array(['French Army of the Rhine'], dtype=object), 'answer_start': array([1115], dtype=int32)}",1321,French Army of the Rhine,1115,0.8440575321725965,"(1000, 5000]","[0.5, 1.5)","[400, 5000)"
33793,5a8cf90cfd22b3001a8d90aa,United_States_dollar,"The decline in the value of the U.S. dollar corresponds to price inflation, which is a rise in the general level of prices of goods and services in an economy over a period of time. A consumer price index (CPI) is a measure estimating the average price of consumer goods and services purchased by households. The United States Consumer Price Index, published by the Bureau of Labor Statistics, is a measure estimating the average price of consumer goods and services in the United States. It reflects inflation as experienced by consumers in their day-to-day living expenses. A graph showing the U.S. CPI relative to 1982–1984 and the annual year-over-year change in CPI is shown at right.",What is published by the CPI?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",689,,-1,-0.001451378809869376,"(600, 700]","[-0.25, 0.0)","[-1, 0)"
111583,5733f3234776f4190066158a,Premier_League,"The first Sky television rights agreement was worth £304 million over five seasons. The next contract, negotiated to start from the 1997–98 season, rose to £670 million over four seasons. The third contract was a £1.024 billion deal with BSkyB for the three seasons from 2001–02 to 2003–04. The league brought in £320 million from the sale of its international rights for the three-year period from 2004–05 to 2006–07. It sold the rights itself on a territory-by-territory basis. Sky's monopoly was broken from August 2006 when Setanta Sports was awarded rights to show two out of the six packages of matches available. This occurred following an insistence by the European Commission that exclusive rights should not be sold to one television company. Sky and Setanta paid a total of £1.7 billion, a two-thirds increase which took many commentators by surprise as it had been widely assumed that the value of the rights had levelled off following many years of rapid growth. Setanta also hold rights to a live 3 pm match solely for Irish viewers. The BBC has retained the rights to show highlights for the same three seasons (on Match of the Day) for £171.6 million, a 63 per cent increase on the £105 million it paid for the previous three-year period. Sky and BT have agreed to jointly pay £84.3 million for delayed television rights to 242 games (that is the right to broadcast them in full on television and over the internet) in most cases for a period of 50 hours after 10 pm on matchday. Overseas television rights fetched £625 million, nearly double the previous contract. The total raised from these deals is more than £2.7 billion, giving Premier League clubs an average media income from league games of around £40 million-a-year from 2007 to 2010.",How much was the first television rights contract awarded to Sky worth?,"{'text': array(['£304 million'], dtype=object), 'answer_start': array([52], dtype=int32)}",1760,£304 million,52,0.029545454545454545,"(1000, 5000]","[0.0, 0.25)","[0, 150)"
17368,56e13c5ee3433e1400422cf0,Boston,"In 2010, Boston was estimated to have 617,594 residents (a density of 12,200 persons/sq mile, or 4,700/km2) living in 272,481 housing units— a 5% population increase over 2000. The city is the third most densely populated large U.S. city of over half a million residents. Some 1.2 million persons may be within Boston's boundaries during work hours, and as many as 2 million during special events. This fluctuation of people is caused by hundreds of thousands of suburban residents who travel to the city for work, education, health care, and special events.",About what was the population of Boston in 2010?,"{'text': array(['617,594'], dtype=object), 'answer_start': array([38], dtype=int32)}",558,"617,594",38,0.06810035842293907,"(0, 600]","[0.0, 0.25)","[0, 150)"
12511,56df20e5c65bf219000b3f79,Christian,"The identification of Jesus as the Messiah is not accepted by Judaism. The term for a Christian in Hebrew is נוּצְרי (Notzri—""Nazarene""), a Talmudic term originally derived from the fact that Jesus came from the Galilean village of Nazareth, today in northern Israel. Adherents of Messianic Judaism are referred to in modern Hebrew as יְהוּדִים מָשִׁיחַיים (Yehudim Meshihi'im—""Messianic Jews"").",Judaism does not believe that Jesus is the what?,"{'text': array(['Messiah'], dtype=object), 'answer_start': array([35], dtype=int32)}",395,Messiah,35,0.08860759493670886,"(0, 600]","[0.0, 0.25)","[0, 150)"
30531,57070e6c9e06ca38007e934e,Chihuahua_(state),"In March 1912, in Chihuahua, Gen. Pascual Orozco revolted. Immediately President Francisco Madero commanded Gen. Victoriano Huerta of the Federal Army, to put down the Orozco revolt. The governor of Chihuahua mobilized the state militia led by Colonel Pancho Villa to supplement General Huerta. By June, Villa notified Huerta that the Orozco revolt had been put down and that the militia would consider themselves no longer under Huerta's command and would depart. Huerta became furious and ordered that Villa be executed. Raúl Madero, Madero's brother, intervened to save Villa's life. Jailed in Mexico City, Villa fled to the United States. Madero's time as leader was short-lived, ended by a coup d'état in 1913 led by Gen. Victoriano Huerta; Orozco sided with Huerta, and Huerta made him one of his generals.",With whom did Orozco side?,"{'text': array(['Huerta'], dtype=object), 'answer_start': array([764], dtype=int32)}",812,Huerta,764,0.9408866995073891,"(700, 1000]","[0.5, 1.5)","[400, 5000)"
62748,57269deaf1498d1400e8e502,The_Sun_(United_Kingdom),"The Sun remained loyal to Thatcher right up to her resignation in November 1990, despite the party's fall in popularity over the previous year following the introduction of the Poll tax (officially known as the Community Charge). This change to the way local government is funded was vociferously supported by the newspaper, despite widespread opposition, (some from Conservative MPs), which is seen as having contributed to Thatcher's own downfall. The tax was quickly repealed by her successor John Major, whom The Sun initially supported enthusiastically, believing he was a radical Thatcherite – despite the economy having entered recession at this time.",When did Margaret Thatcher leave office?,"{'text': array(['November 1990'], dtype=object), 'answer_start': array([66], dtype=int32)}",658,November 1990,66,0.10030395136778116,"(600, 700]","[0.0, 0.25)","[0, 150)"
80768,5728d223ff5b5019007da751,Detroit,"Detroit is one of 12 American metropolitan areas that are home to professional teams representing the four major sports in North America. All these teams but one play within the city of Detroit itself (the NBA's Detroit Pistons play in suburban Auburn Hills at The Palace of Auburn Hills). There are three active major sports venues within the city: Comerica Park (home of the Major League Baseball team Detroit Tigers), Ford Field (home of the NFL's Detroit Lions), and Joe Louis Arena (home of the NHL's Detroit Red Wings). A 1996 marketing campaign promoted the nickname ""Hockeytown"".",What is the name of Detroit Piston's arena?,"{'text': array(['The Palace of Auburn Hills'], dtype=object), 'answer_start': array([261], dtype=int32)}",587,The Palace of Auburn Hills,261,0.444633730834753,"(0, 600]","[0.25, 0.5)","[150, 400)"
56202,572665495951b619008f7194,Film_speed,"The Standard Output Sensitivity (SOS) technique, also new in the 2006 version of the standard, effectively specifies that the average level in the sRGB image must be 18% gray plus or minus 1/3 stop when the exposure is controlled by an automatic exposure control system calibrated per ISO 2721 and set to the EI with no exposure compensation. Because the output level is measured in the sRGB output from the camera, it is only applicable to sRGB images—typically JPEG—and not to output files in raw image format. It is not applicable when multi-zone metering is used.",What does the Standard Output Sensitivity technique apply to?,"{'text': array(['sRGB images—typically JPEG'], dtype=object), 'answer_start': array([441], dtype=int32)}",567,sRGB images—typically JPEG,441,0.7777777777777778,"(0, 600]","[0.5, 1.5)","[400, 5000)"
36518,570b3980ec8fbc190045b8ea,Military_history_of_the_United_States,"By far the largest military action in which the United States engaged during this era was the War of 1812. With Britain locked in a major war with Napoleon's France, its policy was to block American shipments to France. The United States sought to remain neutral while pursuing overseas trade. Britain cut the trade and impressed seamen on American ships into the Royal Navy, despite intense protests. Britain supported an Indian insurrection in the American Midwest, with the goal of creating an Indian state there that would block American expansion. The United States finally declared war on the United Kingdom in 1812, the first time the U.S. had officially declared war. Not hopeful of defeating the Royal Navy, the U.S. attacked the British Empire by invading British Canada, hoping to use captured territory as a bargaining chip. The invasion of Canada was a debacle, though concurrent wars with Native Americans on the western front (Tecumseh's War and the Creek War) were more successful. After defeating Napoleon in 1814, Britain sent large veteran armies to invade New York, raid Washington and capture the key control of the Mississippi River at New Orleans. The New York invasion was a fiasco after the much larger British army retreated to Canada. The raiders succeeded in the burning of Washington on 25 August 1814, but were repulsed in their Chesapeake Bay Campaign at the Battle of Baltimore and the British commander killed. The major invasion in Louisiana was stopped by a one-sided military battle that killed the top three British generals and thousands of soldiers. The winners were the commanding general of the Battle of New Orleans, Major General Andrew Jackson, who became president and the Americans who basked in a victory over a much more powerful nation. The peace treaty proved successful, and the U.S. and Britain never again went to war. The losers were the Indians, who never gained the independent territory in the Midwest promised by Britain.",What uprising did Britain support in North America?,"{'text': array(['Indian insurrection'], dtype=object), 'answer_start': array([423], dtype=int32)}",1979,Indian insurrection,423,0.21374431531076302,"(1000, 5000]","[0.0, 0.25)","[400, 5000)"
105974,572eaae1dfa6aa1500f8d289,Quran,"In 2015, fragments of a very early Quran, dating back to 1370 years ago, were discovered in the library of the University of Birmingham, England. According to the tests carried out by Oxford University Radiocarbon Accelerator Unit, ""with a probability of more than 95%, the parchment was from between 568 and 645"". The manuscript is written in Hijazi script, an early form of written Arabic. This is possibly the earliest extant exemplar of the Quran, but as the tests allow a range of possible dates, it cannot be said with certainty which of the existing versions is the oldest. Saudi scholar Saud al-Sarhan has expressed doubt over the age of the fragments as they contain dots and chapter separators that are believed to have originated later.",Which modern script descends from the script on the Birmingham Quran fragments?,"{'text': array(['Arabic'], dtype=object), 'answer_start': array([384], dtype=int32)}",747,Arabic,384,0.5140562248995983,"(700, 1000]","[0.5, 1.5)","[150, 400)"
118458,5730f210a5e9cc1400cdbb20,Russian_language,"Because of many technical restrictions in computing and also because of the unavailability of Cyrillic keyboards abroad, Russian is often transliterated using the Latin alphabet. For example, мороз ('frost') is transliterated moroz, and мышь ('mouse'), mysh or myš'. Once commonly used by the majority of those living outside Russia, transliteration is being used less frequently by Russian-speaking typists in favor of the extension of Unicode character encoding, which fully incorporates the Russian alphabet. Free programs leveraging this Unicode extension are available which allow users to type Russian characters, even on Western 'QWERTY' keyboards.",What does 'moroz' mean?,"{'text': array(['frost'], dtype=object), 'answer_start': array([200], dtype=int32)}",655,frost,200,0.3053435114503817,"(600, 700]","[0.25, 0.5)","[150, 400)"
61801,57290d37af94a219006a9fe1,Myanmar,"Mohinga is the traditional breakfast dish and is Myanmar's national dish. Seafood is a common ingredient in coastal cities such as Sittwe, Kyaukpyu, Mawlamyaing (formerly Moulmein), Mergui (Myeik) and Dawei, while meat and poultry are more commonly used in landlocked cities like Mandalay. Freshwater fish and shrimp have been incorporated into inland cooking as a primary source of protein and are used in a variety of ways, fresh, salted whole or filleted, salted and dried, made into a salty paste, or fermented sour and pressed.",What is the time-honored dish served for the morning meal in Burma ?,"{'text': array(['Mohinga is the traditional breakfast dish'], dtype=object), 'answer_start': array([0], dtype=int32)}",532,Mohinga is the traditional breakfast dish,0,0.0,"(0, 600]","[0.0, 0.25)","[0, 150)"
93334,5a671c44f038b7001ab0c1fc,Glass,"Some people consider glass to be a liquid due to its lack of a first-order phase transition where certain thermodynamic variables such as volume, entropy and enthalpy are discontinuous through the glass transition range. The glass transition may be described as analogous to a second-order phase transition where the intensive thermodynamic variables such as the thermal expansivity and heat capacity are discontinuous. Nonetheless, the equilibrium theory of phase transformations does not entirely hold for glass, and hence the glass transition cannot be classed as one of the classical equilibrium phase transformations in solids.",What do some consider to be a transformation?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",632,,-1,-0.0015822784810126582,"(600, 700]","[-0.25, 0.0)","[-1, 0)"
112425,573221bb0fdd8d15006c67e4,Pacific_War,"In mid-1944 Japan mobilized over 500,000 men  and launched a massive operation across China under the code name Operation Ichi-Go, their largest offensive of World War II, with the goal of connecting Japanese-controlled territory in China and French Indochina and capturing airbases in southeastern China where American bombers were based. During this time, many of the newest American-trained Chinese units and supplies were forcibly locked in the Burmese theater under Joseph Stilwell set by terms of the Lend-Lease Agreement. Though Japan suffered about 100,000 casualties, these attacks, the biggest in several years, gained much ground for Japan before Chinese forces stopped the incursions in Guangxi. Despite major tactical victories, the operation overall failed to provide Japan with any significant strategic gains. A great majority of the Chinese forces were able to retreat out of the area, and later come back to attack Japanese positions such as Battle of West Hunan. Japan was not any closer in defeating China after this operation, and the constant defeats the Japanese suffered in the Pacific meant that Japan never got the time and resources needed to achieve final victory over China. Operation Ichi-go created a great sense of social confusion in the areas of China that it affected. Chinese Communist guerrillas were able to exploit this confusion to gain influence and control of greater areas of the countryside in the aftermath of Ichi-go.",Who was able to take advantage of the social confusion created by Operation Ichi-Go?,"{'text': array(['Chinese Communist guerrillas'], dtype=object), 'answer_start': array([1304], dtype=int32)}",1463,Chinese Communist guerrillas,1304,0.8913192071086808,"(1000, 5000]","[0.5, 1.5)","[400, 5000)"
109774,573013ad947a6a140053d069,"Tucson,_Arizona","A combination of urban and suburban development, the West Side is generally defined as the area west of I-10. Western Tucson encompasses the banks of the Santa Cruz River and the foothills of the Tucson Mountains, and includes the International Wildlife Museum, Sentinel Peak, and the Marriott Starr Pass Resort & Spa, located in the wealthy enclave known as Starr Pass. Moving past the Tucson Mountains, travelers find themselves in the area commonly referred to as ""west of"" Tucson or ""Old West Tucson"". A large undulating plain extending south into the Altar Valley, rural residential development predominates, but here you will also find major attractions including Saguaro National Park West, the Arizona-Sonora Desert Museum, and the Old Tucson Studios movie set/theme park.",What is the museum in Old West Tuscon? ,"{'text': array(['Arizona-Sonora Desert Museum'], dtype=object), 'answer_start': array([702], dtype=int32)}",780,Arizona-Sonora Desert Museum,702,0.9,"(700, 1000]","[0.5, 1.5)","[400, 5000)"
9825,5ad312ca604f3c001a3fdb34,Cardinal_(Catholicism),"A cardinal named in pectore is known only to the pope; not even the cardinal so named is necessarily aware of his elevation, and in any event cannot function as a cardinal while his appointment is in pectore. Today, cardinals are named in pectore to protect them or their congregations from reprisals if their identities were known.",What does the cardinal named pectore know?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",332,,-1,-0.0030120481927710845,"(0, 600]","[-0.25, 0.0)","[-1, 0)"
104938,57304e592461fd1900a9cd07,The_Blitz,"The last major attack on London was on 10/11 May 1941, on which the Luftwaffe flew 571 sorties and dropped 800 tonnes of bombs. This caused more than 2,000 fires. 1,436 people were killed and 1,792 seriously injured, which affected morale badly. Another raid was carried out on 11/12 May 1941. Westminster Abbey and the Law Courts were damaged, while the Chamber of the House of Commons was destroyed. One-third of London's streets were impassable. All but one railway station line was blocked for several weeks. This raid was significant, as 63 German fighters were sent with the bombers, indicating the growing effectiveness of RAF night fighter defences.",How many casualties were inflicted?,"{'text': array(['1,436 people were killed and 1,792 seriously injured'],
      dtype=object), 'answer_start': array([163], dtype=int32)}",657,"1,436 people were killed and 1,792 seriously injured",163,0.2480974124809741,"(600, 700]","[0.0, 0.25)","[150, 400)"
110365,572fc5c004bcaa1900d76ce9,Bacteria,"Unlike in multicellular organisms, increases in cell size (cell growth) and reproduction by cell division are tightly linked in unicellular organisms. Bacteria grow to a fixed size and then reproduce through binary fission, a form of asexual reproduction. Under optimal conditions, bacteria can grow and divide extremely rapidly, and bacterial populations can double as quickly as every 9.8 minutes. In cell division, two identical clone daughter cells are produced. Some bacteria, while still reproducing asexually, form more complex reproductive structures that help disperse the newly formed daughter cells. Examples include fruiting body formation by Myxobacteria and aerial hyphae formation by Streptomyces, or budding. Budding involves a cell forming a protrusion that breaks away and produces a daughter cell.",How size and reproduction are linked in bacteria?,"{'text': array(['Bacteria grow to a fixed size and then reproduce'], dtype=object), 'answer_start': array([151], dtype=int32)}",816,Bacteria grow to a fixed size and then reproduce,151,0.18504901960784315,"(700, 1000]","[0.0, 0.25)","[150, 400)"
129624,5734606cacc1501500babe4d,Hunting,"In the 19th century, southern and central European sport hunters often pursued game only for a trophy, usually the head or pelt of an animal, which was then displayed as a sign of prowess. The rest of the animal was typically discarded. Some cultures, however, disapprove of such waste. In Nordic countries, hunting for trophies was—and still is—frowned upon. Hunting in North America in the 19th century was done primarily as a way to supplement food supplies, although it is now undertaken mainly for sport.[citation needed] The safari method of hunting was a development of sport hunting that saw elaborate travel in Africa, India and other places in pursuit of trophies. In modern times, trophy hunting persists and is a significant industry in some areas.[citation needed]",What countries frowned upon this hunting?,"{'text': array(['Nordic'], dtype=object), 'answer_start': array([290], dtype=int32)}",777,Nordic,290,0.3732303732303732,"(700, 1000]","[0.25, 0.5)","[150, 400)"
92046,5a723f3b0efcfe001a8aff2e,"United_States_presidential_election,_2004","During August and September 2004, there was an intense focus on events that occurred in the late 1960s and early 1970s. Bush was accused of failing to fulfill his required service in the Texas Air National Guard. However, the focus quickly shifted to the conduct of CBS News after they aired a segment on 60 Minutes Wednesday introducing what became known as the Killian documents. Serious doubts about the documents' authenticity quickly emerged, leading CBS to appoint a review panel that eventually resulted in the firing of the news producer and other significant staffing changes.",What did the Texas Air National Guard focus on in September 2004?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",585,,-1,-0.0017094017094017094,"(0, 600]","[-0.25, 0.0)","[-1, 0)"
23900,56f7c511aef2371900625be5,Szlachta,"The notion that all Polish nobles were social equals, regardless of their financial status or offices held, is enshrined in a traditional Polish saying:",What was the notion for all polish nobles?,"{'text': array(['social equals'], dtype=object), 'answer_start': array([39], dtype=int32)}",152,social equals,39,0.2565789473684211,"(0, 600]","[0.25, 0.5)","[0, 150)"
33711,5a8cf5f9fd22b3001a8d909e,United_States_dollar,"Usually, the short-term goal of open market operations is to achieve a specific short-term interest rate target. In other instances, monetary policy might instead entail the targeting of a specific exchange rate relative to some foreign currency or else relative to gold. For example, in the case of the United States the Federal Reserve targets the federal funds rate, the rate at which member banks lend to one another overnight. The other primary means of conducting monetary policy include: (i) Discount window lending (as lender of last resort); (ii) Fractional deposit lending (changes in the reserve requirement); (iii) Moral suasion (cajoling certain market players to achieve specified outcomes); (iv) ""Open mouth operations"" (talking monetary policy with the market).",What is the short term goal of open mouth operatioins?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",777,,-1,-0.001287001287001287,"(700, 1000]","[-0.25, 0.0)","[-1, 0)"
59523,57265d84dd62a815002e82ca,Thuringia,"Some reordering of the Thuringian states occurred during the German Mediatisation from 1795 to 1814, and the territory was included within the Napoleonic Confederation of the Rhine organized in 1806. The 1815 Congress of Vienna confirmed these changes and the Thuringian states' inclusion in the German Confederation; the Kingdom of Prussia also acquired some Thuringian territory and administered it within the Province of Saxony. The Thuringian duchies which became part of the German Empire in 1871 during the Prussian-led unification of Germany were Saxe-Weimar-Eisenach, Saxe-Meiningen, Saxe-Altenburg, Saxe-Coburg-Gotha, Schwarzburg-Sondershausen, Schwarzburg-Rudolstadt and the two principalities of Reuss Elder Line and Reuss Younger Line. In 1920, after World War I, these small states merged into one state, called Thuringia; only Saxe-Coburg voted to join Bavaria instead. Weimar became the new capital of Thuringia. The coat of arms of this new state was simpler than they had been previously.",Which kingdom acquired some Thuringian territory?,"{'text': array(['the Kingdom of Prussia'], dtype=object), 'answer_start': array([318], dtype=int32)}",1005,the Kingdom of Prussia,318,0.3164179104477612,"(1000, 5000]","[0.25, 0.5)","[150, 400)"
11894,56de7016cffd8e1900b4b8c7,Heresy,"According to Titus 3:10 a divisive person should be warned two times before separating from him. The Greek for the phrase ""divisive person"" became a technical term in the early Church for a type of ""heretic"" who promoted dissension. In contrast correct teaching is called sound not only because it builds up in the faith, but because it protects against the corrupting influence of false teachers.",What term is used to describe an individual in the early Church that introduced discord?,"{'text': array(['divisive person'], dtype=object), 'answer_start': array([26], dtype=int32)}",397,divisive person,26,0.0654911838790932,"(0, 600]","[0.0, 0.25)","[0, 150)"
47777,571a99af4faf5e1900b8ab16,Ashkenazi_Jews,"A 2013 trans-genome study carried out by 30 geneticists, from 13 universities and academies, from 9 countries, assembling the largest data set available to date, for assessment of Ashkenazi Jewish genetic origins found no evidence of Khazar origin among Ashkenazi Jews. ""Thus, analysis of Ashkenazi Jews together with a large sample from the region of the Khazar Khaganate corroborates the earlier results that Ashkenazi Jews derive their ancestry primarily from populations of the Middle East and Europe, that they possess considerable shared ancestry with other Jewish populations, and that there is no indication of a significant genetic contribution either from within or from north of the Caucasus region"", the authors concluded.",What did the 2013 trans-genome study find in regards to Ashkenazi Jews and Khazar origins?,"{'text': array(['found no evidence of Khazar origin among Ashkenazi Jews'],
      dtype=object), 'answer_start': array([213], dtype=int32)}",734,found no evidence of Khazar origin among Ashkenazi Jews,213,0.2901907356948229,"(700, 1000]","[0.25, 0.5)","[150, 400)"
9771,5ad3057d604f3c001a3fdad2,Cardinal_(Catholicism),"The cardinal deacons are the lowest-ranking cardinals. Cardinals elevated to the diaconal order are either officials of the Roman Curia or priests elevated after their 80th birthday. Bishops with diocesan responsibilities, however, are created cardinal priests.",What position do cardinal deacons not hold?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",261,,-1,-0.0038314176245210726,"(0, 600]","[-0.25, 0.0)","[-1, 0)"
63408,5acf8d5577cf76001a685203,Somerset,"The usefulness of the canals was short-lived, though some have now been restored for recreation. The 19th century also saw the construction of railways to and through Somerset. The county was served by five pre-1923 Grouping railway companies: the Great Western Railway (GWR); a branch of the Midland Railway (MR) to Bath Green Park (and another one to Bristol); the Somerset and Dorset Joint Railway, and the London and South Western Railway (L&SWR). The former main lines of the GWR are still in use today, although many of its branch lines were scrapped under the notorious Beeching Axe. The former lines of the Somerset and Dorset Joint Railway closed completely, as has the branch of the Midland Railway to Bath Green Park (and to Bristol St Philips); however, the L&SWR survived as a part of the present West of England Main Line. None of these lines, in Somerset, are electrified. Two branch lines, the West and East Somerset Railways, were rescued and transferred back to private ownership as ""heritage"" lines. The fifth railway was a short-lived light railway, the Weston, Clevedon and Portishead Light Railway. The West Somerset Mineral Railway carried the iron ore from the Brendon Hills to Watchet.",Which of these lines are electrified outside of Somerset?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1210,,-1,-0.0008264462809917355,"(1000, 5000]","[-0.25, 0.0)","[-1, 0)"
