,id,title,context,question,answers,context_length,answer_text,start_index,answer_pos,answer_start_cat,answer_pos_cat,context_cat
63465,57268eb6708984140094ca0b,Yale_University,"Yale is organized into fourteen constituent schools: the original undergraduate college, the Yale Graduate School of Arts and Sciences, and twelve professional schools. While the university is governed by the Yale Corporation, each school's faculty oversees its curriculum and degree programs. In addition to a central campus in downtown New Haven, the University owns athletic facilities in western New Haven, including the Yale Bowl, a campus in West Haven, Connecticut, and forest and nature preserves throughout New England. The university's assets include an endowment valued at $25.6 billion as of September 2015, the second largest of any educational institution.The Yale University Library, serving all constituent schools, holds more than 15 million volumes and is the third-largest academic library in the United States.",How many books are in the Yale University Library?,"{'text': array(['15 million'], dtype=object), 'answer_start': array([748], dtype=int32)}",830,15 million,748,0.9012048192771084,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
102377,573189d6e6313a140071d065,Steven_Spielberg,"In a career spanning more than four decades, Spielberg's films have covered many themes and genres. Spielberg's early science-fiction and adventure films were seen as archetypes of modern Hollywood blockbuster filmmaking. In later years, his films began addressing humanistic issues such as the Holocaust (in Schindler's List), the transatlantic slave trade (in Amistad), war (in Empire of the Sun, Saving Private Ryan, War Horse and Bridge of Spies) and terrorism (in Munich). His other films include Close Encounters of the Third Kind, the Indiana Jones film series, and A.I. Artificial Intelligence.",In what film did Spielberg address terrorism?,"{'text': array(['Munich'], dtype=object), 'answer_start': array([469], dtype=int32)}",602,Munich,469,0.7790697674418605,"[400, 5000)","[0.5, 1.5)","(600, 700]"
20609,56e7a48137bdd419002c42cb,Arena_Football_League,"Rumors began swirling with regards to bringing the AFL back to Austin and San Antonio, Texas. Both cities have hosted franchises in the past (Austin Wranglers, San Antonio Force and San Antonio Talons), but an AFL spokesman, BJ Pickard, was quoted as saying, ""News to me."" Announcements have yet to be made on any sort of expansion plans. An expected ""big announcement"" on Friday, October 30 at a San Antonio Spurs game never came to fruition.",What prior AFL franchise was based in Austin?,"{'text': array(['Austin Wranglers'], dtype=object), 'answer_start': array([142], dtype=int32)}",443,Austin Wranglers,142,0.32054176072234764,"[0, 150)","[0.25, 0.5)","(0, 600]"
82433,5727d0143acd2414000ded00,Northwestern_University,"Under Walter Dill Scott's presidency from 1920 to 1939, Northwestern began construction of an integrated campus in Chicago designed by James Gamble Rogers to house the professional schools; established the Kellogg School of Management; and built several prominent buildings on the Evanston campus, Dyche Stadium (now named Ryan Field) and Deering Library among others. In 1933, a proposal to merge Northwestern with the University of Chicago was considered but rejected. Northwestern was also one of the first six universities in the country to establish a Naval Reserve Officers Training Corps (NROTC) in the 1920s. Northwestern played host to the first-ever NCAA Men's Division I Basketball Championship game in 1939 in the original Patten Gymnasium, which was later demolished and relocated farther north along with the Dearborn Observatory to make room for the Technological Institute.",What was the orginal name for Northwestern's Ryan Field?,"{'text': array(['Dyche Stadium'], dtype=object), 'answer_start': array([298], dtype=int32)}",889,Dyche Stadium,298,0.33520809898762655,"[150, 400)","[0.25, 0.5)","(700, 1000]"
34258,570a597e4103511400d5963c,Emotion,"Robert Plutchik agreed with Ekman's biologically driven perspective but developed the ""wheel of emotions"", suggesting eight primary emotions grouped on a positive or negative basis: joy versus sadness; anger versus fear; trust versus disgust; and surprise versus anticipation. Some basic emotions can be modified to form complex emotions. The complex emotions could arise from cultural conditioning or association combined with the basic emotions. Alternatively, similar to the way primary colors combine, primary emotions could blend to form the full spectrum of human emotional experience. For example, interpersonal anger and disgust could blend to form contempt. Relationships exist between basic emotions, resulting in positive or negative influences.",What is the name of the theory Plutchik created?,"{'text': array(['wheel of emotions'], dtype=object), 'answer_start': array([87], dtype=int32)}",756,wheel of emotions,87,0.11507936507936507,"[0, 150)","[0.0, 0.25)","(700, 1000]"
8368,5acfca4977cf76001a685fe7,Prime_minister,"The Prime Minister's executive office is usually called the Office of the Prime Minister in the case of the Canada and other Commonwealth countries, it is called Cabinet Office in United Kingdom. Some Prime Minister's office do include the role of Cabinet. In other countries, it is called the Prime Minister's Department or the Department of the Prime Minister and Cabinet as for Australia.",What never includes the role of Cabinet?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",391,,-1,-0.0025575447570332483,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
5482,56d1fd7ee7d4791d009025d8,Buddhism,"According to Jan Nattier, the term Mahāyāna ""Great Vehicle"" was originally even an honorary synonym for Bodhisattvayāna ""Bodhisattva Vehicle."" The Aṣṭasāhasrikā Prajñāpāramitā Sūtra, an early and important Mahayana text, contains a simple and brief definition for the term bodhisattva: ""Because he has enlightenment as his aim, a bodhisattva-mahāsattva is so called.""",The Astasahasrika Prajnaparamita Sutra is an important text of what type?,"{'text': array(['Mahayana'], dtype=object), 'answer_start': array([206], dtype=int32)}",367,Mahayana,206,0.5613079019073569,"[150, 400)","[0.5, 1.5)","(0, 600]"
55732,5726cb65dd62a815002e9075,Hokkien,"Min Nan texts, all Hokkien, can be dated back to the 16th century. One example is the Doctrina Christiana en letra y lengua china, presumably written after 1587 by the Spanish Dominicans in the Philippines. Another is a Ming Dynasty script of a play called Romance of the Lychee Mirror (1566), supposedly the earliest Southern Min colloquial text. Xiamen University has also developed an alphabet based on Pinyin, which has been published in a dictionary called the Minnan Fangyan-Putonghua Cidian (閩南方言普通話詞典) and a language teaching book, which is used to teach the language to foreigners and Chinese non-speakers. It is known as Pumindian.",Who wrote Doctrina Christiana en letra y lengua china?,"{'text': array(['Spanish Dominicans in the Philippines'], dtype=object), 'answer_start': array([168], dtype=int32)}",641,Spanish Dominicans in the Philippines,168,0.2620904836193448,"[150, 400)","[0.25, 0.5)","(600, 700]"
123108,5731e152b9d445190005e602,Bras%C3%ADlia,"The city's planned design included specific areas for almost everything, including accommodation, Hotels Sectors North and South. New hotel facilities are being developed elsewhere, such as the hotels and tourism Sector North, located on the shores of Lake Paranoá. Brasília has a range of tourist accommodation from inns, pensions and hostels to larger international chain hotels. The city's restaurants cater to a wide range of foods from local and regional Brazilian dishes to international cuisine.",What lake has some hotels around it?,"{'text': array(['Lake Paranoá'], dtype=object), 'answer_start': array([252], dtype=int32)}",502,Lake Paranoá,252,0.50199203187251,"[150, 400)","[0.5, 1.5)","(0, 600]"
100613,572e90dccb0c0d14000f12b6,Post-punk,"Weeks after ending the Sex Pistols, Lydon formed the experimental group Public Image Ltd and declared the project to be ""anti music of any kind"". Public Image and other acts such as the Pop Group and the Slits had begun experimenting with dance music, dub production techniques and the avant-garde, while punk-indebted Manchester acts such as Joy Division, The Fall and A Certain Ratio developed unique styles which drew on a similarly disparate range of influences across music and modernist literature. Bands such as Scritti Politti, Gang of Four and This Heat incorporated Leftist political philosophy and their own art school studies in their work.",What end of the political spectrum was the political philosophy of Gang of Four?,"{'text': array(['Leftist'], dtype=object), 'answer_start': array([576], dtype=int32)}",652,Leftist,576,0.8834355828220859,"[400, 5000)","[0.5, 1.5)","(600, 700]"
90264,57289ec83acd2414000dfb7e,Mandolin,"Beside the introduction of the lute to Spain (Andalusia) by the Moors, another important point of transfer of the lute from Arabian to European culture was Sicily, where it was brought either by Byzantine or later by Muslim musicians. There were singer-lutenists at the court in Palermo following the Norman conquest of the island from the Muslims, and the lute is depicted extensively in the ceiling paintings in the Palermo’s royal Cappella Palatina, dedicated by the Norman King Roger II of Sicily in 1140. His Hohenstaufen grandson Frederick II, Holy Roman Emperor (1194 - 1250) continued integrating Muslims into his court, including Moorish musicians. By the 14th century, lutes had disseminated throughout Italy and, probably because of the cultural influence of the Hohenstaufen kings and emperor, based in Palermo, the lute had also made significant inroads into the German-speaking lands.",What court held singer-lutenists after the Norman conquest?,"{'text': array(['Palermo'], dtype=object), 'answer_start': array([279], dtype=int32)}",898,Palermo,279,0.3106904231625835,"[150, 400)","[0.25, 0.5)","(700, 1000]"
80322,5acd15fa07355d001abf3404,Unicode,"Unicode is developed in conjunction with the International Organization for Standardization and shares the character repertoire with ISO/IEC 10646: the Universal Character Set. Unicode and ISO/IEC 10646 function equivalently as character encodings, but The Unicode Standard contains much more information for implementers, covering—in depth—topics such as bitwise encoding, collation and rendering. The Unicode Standard enumerates a multitude of character properties, including those needed for supporting bidirectional text. The two standards do use slightly different terminology.",Who created the character repertoire for IOS/IEC 10646?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",582,,-1,-0.001718213058419244,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
112638,5ad4b0e15b96ef001a109db5,San_Diego,"In 1846, the United States went to war against Mexico and sent a naval and land expedition to conquer Alta California. At first they had an easy time of it capturing the major ports including San Diego, but the Californios in southern Alta California struck back. Following the successful revolt in Los Angeles, the American garrison at San Diego was driven out without firing a shot in early October 1846. Mexican partisans held San Diego for three weeks until October 24, 1846, when the Americans recaptured it. For the next several months the Americans were blockaded inside the pueblo. Skirmishes occurred daily and snipers shot into the town every night. The Californios drove cattle away from the pueblo hoping to starve the Americans and their Californio supporters out. On December 1 the Americans garrison learned that the dragoons of General Stephen W. Kearney were at Warner's Ranch. Commodore Robert F. Stockton sent a mounted force of fifty under Captain Archibald Gillespie to march north to meet him. Their joint command of 150 men, returning to San Diego, encountered about 93 Californios under Andrés Pico. In the ensuing Battle of San Pasqual, fought in the San Pasqual Valley which is now part of the city of San Diego, the Americans suffered their worst losses in the campaign. Subsequently a column led by Lieutenant Gray arrived from San Diego, rescuing Kearny's battered and blockaded command.",What extreme measure did the Californios take to try to draw the Natives out of the pueblo?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1416,,-1,-0.0007062146892655367,"[-1, 0)","[-0.25, 0.0)","(1000, 5000]"
60366,57266e705951b619008f7283,British_Empire,"Since 1718, transportation to the American colonies had been a penalty for various criminal offences in Britain, with approximately one thousand convicts transported per year across the Atlantic. Forced to find an alternative location after the loss of the 13 Colonies in 1783, the British government turned to the newly discovered lands of Australia. The western coast of Australia had been discovered for Europeans by the Dutch explorer Willem Jansz in 1606 and was later named New Holland by the Dutch East India Company, but there was no attempt to colonise it. In 1770 James Cook discovered the eastern coast of Australia while on a scientific voyage to the South Pacific Ocean, claimed the continent for Britain, and named it New South Wales. In 1778, Joseph Banks, Cook's botanist on the voyage, presented evidence to the government on the suitability of Botany Bay for the establishment of a penal settlement, and in 1787 the first shipment of convicts set sail, arriving in 1788. Britain continued to transport convicts to New South Wales until 1840. The Australian colonies became profitable exporters of wool and gold, mainly because of gold rushes in the colony of Victoria, making its capital Melbourne the richest city in the world and the largest city after London in the British Empire.",Who discovered Australia in 1606?,"{'text': array(['Willem Jansz'], dtype=object), 'answer_start': array([439], dtype=int32)}",1302,Willem Jansz,439,0.337173579109063,"[400, 5000)","[0.25, 0.5)","(1000, 5000]"
58480,5a15a927a54d42001852948c,Intellectual_property,"Trade secret misappropriation is different from violations of other intellectual property laws, since by definition trade secrets are secret, while patents and registered copyrights and trademarks are publicly available. In the United States, trade secrets are protected under state law, and states have nearly universally adopted the Uniform Trade Secrets Act. The United States also has federal law in the form of the Economic Espionage Act of 1996 (18 U.S.C. §§ 1831–1839), which makes the theft or misappropriation of a trade secret a federal crime. This law contains two provisions criminalizing two sorts of activity. The first, 18 U.S.C. § 1831(a), criminalizes the theft of trade secrets to benefit foreign powers. The second, 18 U.S.C. § 1832, criminalizes their theft for commercial or economic purposes. (The statutory penalties are different for the two offenses.) In Commonwealth common law jurisdictions, confidentiality and trade secrets are regarded as an equitable right rather than a property right but penalties for theft are roughly the same as the United States.[citation needed]",What does the Unified Trade Secrets Act make a federal crime?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1100,,-1,-0.0009090909090909091,"[-1, 0)","[-0.25, 0.0)","(1000, 5000]"
40067,5ad567b85b96ef001a10ae01,Macintosh,"In recent years, Apple has seen a significant boost in sales of Macs. This has been attributed, in part, to the success of the iPod and the iPhone, a halo effect whereby satisfied iPod or iPhone owners purchase more Apple products, and Apple has since capitalized on that with the iCloud cloud service that allows users to seamlessly sync data between these devices and Macs. Nonetheless, like other personal computer manufacturers, the Macintosh lines have been hurt by consumer trend towards smartphones and tablet computers (particularly Apple's own iPhone and iPad, respectively) as the computing devices of choice among consumers.",Which smartphone has hurt personal computer manufacterers the least?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",635,,-1,-0.0015748031496062992,"[-1, 0)","[-0.25, 0.0)","(600, 700]"
105326,572eaab5cb0c0d14000f142a,Vacuum,"Almost two thousand years after Plato, René Descartes also proposed a geometrically based alternative theory of atomism, without the problematic nothing–everything dichotomy of void and atom. Although Descartes agreed with the contemporary position, that a vacuum does not occur in nature, the success of his namesake coordinate system and more implicitly, the spatial–corporeal component of his metaphysics would come to define the philosophically modern notion of empty space as a quantified extension of volume. By the ancient definition however, directional information and magnitude were conceptually distinct. With the acquiescence of Cartesian mechanical philosophy to the ""brute fact"" of action at a distance, and at length, its successful reification by force fields and ever more sophisticated geometric structure, the anachronism of empty space widened until ""a seething ferment"" of quantum activity in the 20th century filled the vacuum with a virtual pleroma.",What philosophy combined with Descartes to push quantum activity in the 20th century?,"{'text': array(['Cartesian mechanical philosophy'], dtype=object), 'answer_start': array([641], dtype=int32)}",972,Cartesian mechanical philosophy,641,0.6594650205761317,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
69809,5726e1275951b619008f8139,Chinese_characters,"The total number of Chinese characters from past to present remains unknowable because new ones are developed all the time – for instance, brands may create new characters when none of the existing ones allow for the intended meaning. Chinese characters are theoretically an open set and anyone can create new characters, though such inventions are rarely included in official character sets. The number of entries in major Chinese dictionaries is the best means of estimating the historical growth of character inventory.",What is the best means of estimating the historical growth of character inventory?,"{'text': array(['number of entries in major Chinese dictionaries'], dtype=object), 'answer_start': array([397], dtype=int32)}",522,number of entries in major Chinese dictionaries,397,0.7605363984674329,"[150, 400)","[0.5, 1.5)","(0, 600]"
16342,56e109accd28a01900c67498,BeiDou_Navigation_Satellite_System,"In 2008, a BeiDou-1 ground terminal cost around CN¥20,000RMB (US$2,929), almost 10 times the price of a contemporary GPS terminal. The price of the terminals was explained as being due to the cost of imported microchips. At the China High-Tech Fair ELEXCON of November 2009 in Shenzhen, a BeiDou terminal priced at CN¥3,000RMB was presented.",How much more did a BeiDou-1 ground terminal cost than a current GPS terminal?,"{'text': array(['almost 10 times the price'], dtype=object), 'answer_start': array([73], dtype=int32)}",341,almost 10 times the price,73,0.21407624633431085,"[0, 150)","[0.0, 0.25)","(0, 600]"
83861,5727f23f2ca10214002d9a1b,Gamal_Abdel_Nasser,"In May 1948, following the British withdrawal, King Farouk sent the Egyptian army into Palestine, with Nasser serving in the 6th Infantry Battalion. During the war, he wrote of the Egyptian army's unpreparedness, saying ""our soldiers were dashed against fortifications"". Nasser was deputy commander of the Egyptian forces that secured the Faluja pocket. On 12 July, he was lightly wounded in the fighting. By August, his brigade was surrounded by the Israeli Army. Appeals for help from Jordan's Arab Legion went unheeded, but the brigade refused to surrender. Negotiations between Israel and Egypt finally resulted in the ceding of Faluja to Israel. According to veteran journalist Eric Margolis, the defenders of Faluja, ""including young army officer Gamal Abdel Nasser, became national heroes"" for enduring Israeli bombardment while isolated from their command.",What army surrounded Nasser's brigade?,"{'text': array(['Israeli'], dtype=object), 'answer_start': array([451], dtype=int32)}",864,Israeli,451,0.5219907407407407,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
31916,5a1476c4c8eab200188dca49,Identity_(social_science),"The ""Neo-Eriksonian"" identity status paradigm emerged in later years[when?], driven largely by the work of James Marcia. This paradigm focuses upon the twin concepts of exploration and commitment. The central idea is that any individual's sense of identity is determined in large part by the explorations and commitments that he or she makes regarding certain personal and social traits. It follows that the core of the research in this paradigm investigates the degrees to which a person has made certain explorations, and the degree to which he or she displays a commitment to those explorations.",What is determined largely by the exploration and commitments that one makes regarding certain groups?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",598,,-1,-0.0016722408026755853,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
61131,572700addd62a815002e9761,Madonna_(entertainer),"Madonna has sold more than 300 million records worldwide. The Guinness World Records acknowledged her as the best-selling female recording artist and the fourth best-selling act of all time, behind The Beatles, Elvis Presley, and Michael Jackson. According to the Recording Industry Association of America (RIAA), she is the best-selling female rock artist of the 20th century and the second top-selling female albums artist in the United States, with 64.5 million certified albums. Madonna is the most certified artist of all time in United Kingdom, with 45 awards from the British Phonographic Industry (BPI) as of April 2013. Billboard named Madonna as the top touring female artist of all time. She is also the highest grossing solo touring artist, with over $1.31 billion in concert gross, starting from the Blond Ambition World Tour; she first crossed a billion gross with The MDNA Tour. Overall, Madonna ranks third on all-time top-grossing Billboard Boxscore list, with just The Rolling Stones ($1.84 billion) and U2 ($1.67 billion) ahead of her. Madonna has been honored with 20 MTV Video Music Awards—the most for any artist—including the lifetime achievement Video Vanguard Award in 1986.",Who is the best selling female rock artist in the 20th century?,"{'text': array(['Madonna'], dtype=object), 'answer_start': array([0], dtype=int32)}",1199,Madonna,0,0.0,"[0, 150)","[0.0, 0.25)","(1000, 5000]"
3171,56d5d41b1c85041400946e0f,2008_Sichuan_earthquake,"An earthquake emergency relief team of 184 people (consisting of 12 people from the State Seismological Bureau, 150 from the Beijing Military Area Command, and 22 from the Armed Police General Hospital) left Beijing from Nanyuan Airport late May 12 in two military transport planes to travel to Wenchuan County.",Where did 22 of the relief team come from?,"{'text': array(['Armed Police General Hospital'], dtype=object), 'answer_start': array([172], dtype=int32)}",311,Armed Police General Hospital,172,0.5530546623794212,"[150, 400)","[0.5, 1.5)","(0, 600]"
99474,572b6d7934ae481900deae01,Idealism,"Subjective Idealism (immaterialism or phenomenalism) describes a relationship between experience and the world in which objects are no more than collections or ""bundles"" of sense data in the perceiver. Proponents include Berkeley, Bishop of Cloyne, an Anglo-Irish philosopher who advanced a theory he called immaterialism, later referred to as ""subjective idealism"", contending that individuals can only know sensations and ideas of objects directly, not abstractions such as ""matter"", and that ideas also depend upon being perceived for their very existence - esse est percipi; ""to be is to be perceived"".","Along with phenomenalism, what is another term for subjective idealism?","{'text': array(['immaterialism'], dtype=object), 'answer_start': array([21], dtype=int32)}",606,immaterialism,21,0.034653465346534656,"[0, 150)","[0.0, 0.25)","(600, 700]"
81672,5727ba02ff5b5019007d9384,Rule_of_law,"Rule of law implies that every citizen is subject to the law, including law makers themselves. In this sense, it stands in contrast to an autocracy, dictatorship, or oligarchy where the rulers are held above the law. Lack of the rule of law can be found in both democracies and dictatorships, for example because of neglect or ignorance of the law, and the rule of law is more apt to decay if a government has insufficient corrective mechanisms for restoring it. Government based upon the rule of law is called nomocracy.",In what forms of government are leaders not held to the same laws as ordinary citizens?,"{'text': array(['autocracy, dictatorship, or oligarchy'], dtype=object), 'answer_start': array([138], dtype=int32)}",521,"autocracy, dictatorship, or oligarchy",138,0.2648752399232246,"[0, 150)","[0.25, 0.5)","(0, 600]"
125925,57342a56d058e614000b6a81,Portugal,"Portuguese wines have enjoyed international recognition since the times of the Romans, who associated Portugal with their god Bacchus. Today, the country is known by wine lovers and its wines have won several international prizes. Some of the best Portuguese wines are: Vinho Verde, Vinho Alvarinho, Vinho do Douro, Vinho do Alentejo, Vinho do Dão, Vinho da Bairrada and the sweet: Port Wine, Madeira Wine, the Moscatel from Setúbal and Favaios. Port and Madeira are particularly appreciated in a wide range of places around the world.",With which Roman God was Portugal associated with?,"{'text': array(['Bacchus'], dtype=object), 'answer_start': array([126], dtype=int32)}",535,Bacchus,126,0.23551401869158878,"[0, 150)","[0.0, 0.25)","(0, 600]"
106786,572ee71203f9891900756adb,Transistor,"Providing sufficient base drive current is a key problem in the use of bipolar transistors as switches. The transistor provides current gain, allowing a relatively large current in the collector to be switched by a much smaller current into the base terminal. The ratio of these currents varies depending on the type of transistor, and even for a particular type, varies depending on the collector current. In the example light-switch circuit shown, the resistor is chosen to provide enough base current to ensure the transistor will be saturated.",What is a major problem with using bipolar transistors as switches?,"{'text': array(['Providing sufficient base drive current'], dtype=object), 'answer_start': array([0], dtype=int32)}",547,Providing sufficient base drive current,0,0.0,"[0, 150)","[0.0, 0.25)","(0, 600]"
5802,56d3686b59d6e41400146307,American_Idol,"In 2001, Fuller, Cowell, and TV producer Simon Jones attempted to sell the Pop Idol format to the United States, but the idea was met with poor response from United States television networks. However, Rupert Murdoch, head of Fox's parent company, was persuaded to buy the show by his daughter Elisabeth, who was a fan of the British show. The show was renamed American Idol: The Search for a Superstar and debuted in the summer of 2002. Cowell was initially offered the job as showrunner but refused; Lythgoe then took over that position. Much to Cowell's surprise, it became one of the hit shows for the summer that year. The show, with the personal engagement of the viewers with the contestants through voting, and the presence of the acid-tongued Cowell as a judge, grew into a phenomenon. By 2004, it had become the most-watched show in the U.S., a position it then held on for seven consecutive seasons.",What year did producers attempt to sell the Pop Idol format in the United States? ,"{'text': array(['2001'], dtype=object), 'answer_start': array([3], dtype=int32)}",910,2001,3,0.0032967032967032967,"[0, 150)","[0.0, 0.25)","(700, 1000]"
2835,5ad2446bd7d075001a428a58,Spectre_(2015_film),"Spectre opened in Germany with $22.45 million (including previews), which included a new record for the biggest Saturday of all time, Australia with $8.7 million (including previews) and South Korea opened to $8.2 million (including previews). Despite the 13 November Paris attacks, which led to numerous theaters being closed down, the film opened with $14.6 million (including $2 million in previews) in France. In Mexico, where part of the film was shot, it debuted with more than double that of Skyfall with $4.5 million. It also bested its predecessor's opening in various Nordic regions where MGM is distributing, such as in Finland ($2.66 million) and Norway ($2.91 million), and in other markets like Denmark ($4.2 million), the Netherlands ($3.38 million), and Sweden ($3.1 million). In India, it opened at No. 1 with $4.8 million which is 4% above the opening of Skyfall. It topped the German-speaking Switzerland box office for four weeks and in the Netherlands, it has held the No. 1 spot for seven weeks straight where it has topped Minions to become the top movie of the year. The top earning markets are Germany ($70.3 million) and France ($38.8 million). In Paris, it has the second highest ticket sales of all time with $4.1 million tickets sold only behind Spider-Man 3 which sold over $6.32 million tickets in 2007.",North Korea opened to how many million?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1334,,-1,-0.0007496251874062968,"[-1, 0)","[-0.25, 0.0)","(1000, 5000]"
23810,56f963d79e9bad19000a08b9,Marshall_Islands,The Compact of Free Association with the United States gives the U.S. sole responsibility for international defense of the Marshall Islands. It allows islanders to live and work in the United States and establishes economic and technical aid programs.,"Along with economic aid, what assistance does the Compact of Free Association provide?","{'text': array(['technical aid'], dtype=object), 'answer_start': array([228], dtype=int32)}",251,technical aid,228,0.9083665338645418,"[150, 400)","[0.5, 1.5)","(0, 600]"
16238,56e0fca4231d4119001ac53f,BeiDou_Navigation_Satellite_System,"The official English name of the system is BeiDou Navigation Satellite System. It is named after the Big Dipper constellation, which is known in Chinese as Běidǒu. The name literally means ""Northern Dipper"", the name given by ancient Chinese astronomers to the seven brightest stars of the Ursa Major constellation. Historically, this set of stars was used in navigation to locate the North Star Polaris. As such, the name BeiDou also serves as a metaphor for the purpose of the satellite navigation system.",What is the Big Dipper constellation known as in Chinese?,"{'text': array(['Běidǒu'], dtype=object), 'answer_start': array([156], dtype=int32)}",507,Běidǒu,156,0.3076923076923077,"[150, 400)","[0.25, 0.5)","(0, 600]"
40574,570d8c74b3d812140066da20,Anti-aircraft_warfare,"In Britain and some other armies, the single artillery branch has been responsible for both home and overseas ground-based air defence, although there was divided responsibility with the Royal Navy for air defence of the British Isles in World War I. However, during the Second World War the RAF Regiment was formed to protect airfields everywhere, and this included light air defences. In the later decades of the Cold War this included the United States Air Force's operating bases in UK. However, all ground-based air defence was removed from Royal Air Force (RAF) jurisdiction in 2004. The British Army's Anti-Aircraft Command was disbanded in March 1955, but during the 1960s and 1970s the RAF's Fighter Command operated long-range air -defence missiles to protect key areas in the UK. During World War II the Royal Marines also provided air defence units; formally part of the mobile naval base defence organisation, they were handled as an integral part of the army-commanded ground based air defences.",Who protected airfields in WWII?,"{'text': array(['RAF Regiment'], dtype=object), 'answer_start': array([292], dtype=int32)}",1009,RAF Regiment,292,0.2893954410307235,"[150, 400)","[0.25, 0.5)","(1000, 5000]"
21178,56e8879699e8941900975e62,Bern,"Since the 16th century, the city has had a bear pit, the Bärengraben, at the far end of the Nydeggbrücke to house its heraldic animals. The currently four bears are now kept in an open-air enclosure nearby, and two other young bears, a present by the Russian president, are kept in Dählhölzli zoo.",Who gave Bern their bears?,"{'text': array(['the Russian president'], dtype=object), 'answer_start': array([247], dtype=int32)}",297,the Russian president,247,0.8316498316498316,"[150, 400)","[0.5, 1.5)","(0, 600]"
4363,56cf4ba7aab44d1400b88f78,To_Kill_a_Mockingbird,"Allusions to legal issues in To Kill a Mockingbird, particularly in scenes outside of the courtroom, has drawn the attention from legal scholars. Claudia Durst Johnson writes that ""a greater volume of critical readings has been amassed by two legal scholars in law journals than by all the literary scholars in literary journals"". The opening quote by the 19th-century essayist Charles Lamb reads: ""Lawyers, I suppose, were children once."" Johnson notes that even in Scout and Jem's childhood world, compromises and treaties are struck with each other by spitting on one's palm and laws are discussed by Atticus and his children: is it right that Bob Ewell hunts and traps out of season? Many social codes are broken by people in symbolic courtrooms: Mr. Dolphus Raymond has been exiled by society for taking a black woman as his common-law wife and having interracial children; Mayella Ewell is beaten by her father in punishment for kissing Tom Robinson; by being turned into a non-person, Boo Radley receives a punishment far greater than any court could have given him. Scout repeatedly breaks codes and laws and reacts to her punishment for them. For example, she refuses to wear frilly clothes, saying that Aunt Alexandra's ""fanatical"" attempts to place her in them made her feel ""a pink cotton penitentiary closing in on [her]"". Johnson states, ""[t]he novel is a study of how Jem and Scout begin to perceive the complexity of social codes and how the configuration of relationships dictated by or set off by those codes fails or nurtures the inhabitants of (their) small worlds.""",Which character is chastised in the book for marrying a black woman?,"{'text': array(['Dolphus Raymond'], dtype=object), 'answer_start': array([755], dtype=int32)}",1586,Dolphus Raymond,755,0.4760403530895334,"[400, 5000)","[0.25, 0.5)","(1000, 5000]"
96989,572a3b486aef0514001553b9,Friedrich_Hayek,"His father's career as a university professor influenced Friedrich's goals later in life. Both of his grandfathers, who lived long enough for Friedrich to know them, were scholars. Franz von Juraschek was a leading economist in Austria-Hungary and a close friend of Eugen Böhm von Bawerk, one of the founders of the Austrian School of Economics. Von Juraschek was a statistician and was later employed by the Austrian government. Friedrich's paternal grandfather, Gustav Edler von Hayek, taught natural sciences at the Imperial Realobergymnasium (secondary school) in Vienna. He wrote systematic works in biology, some of which are relatively well known.",Who was August von Hayek's father?,"{'text': array(['Gustav Edler von Hayek'], dtype=object), 'answer_start': array([464], dtype=int32)}",654,Gustav Edler von Hayek,464,0.709480122324159,"[400, 5000)","[0.5, 1.5)","(600, 700]"
90939,572996a1af94a219006aa544,Insect,"Many adult insects use six legs for walking and have adopted a tripedal gait. The tripedal gait allows for rapid walking while always having a stable stance and has been studied extensively in cockroaches. The legs are used in alternate triangles touching the ground. For the first step, the middle right leg and the front and rear left legs are in contact with the ground and move the insect forward, while the front and rear right leg and the middle left leg are lifted and moved forward to a new position. When they touch the ground to form a new stable triangle the other legs can be lifted and brought forward in turn and so on. The purest form of the tripedal gait is seen in insects moving at high speeds. However, this type of locomotion is not rigid and insects can adapt a variety of gaits. For example, when moving slowly, turning, or avoiding obstacles, four or more feet may be touching the ground. Insects can also adapt their gait to cope with the loss of one or more limbs.",Most adult insects have adopted what kind of gait?,"{'text': array(['tripedal'], dtype=object), 'answer_start': array([63], dtype=int32)}",989,tripedal,63,0.06370070778564206,"[0, 150)","[0.0, 0.25)","(700, 1000]"
