,actual_answer,predicted_answer,answer_match
929,molecular analysis of dna,"of dna sequences from most families of flowering plants enabled the angiosperm phylogeny group to publish in 1998 a phylogeny of flowering plants, answering many of the questions about relationships among angiosperm families and species. the theoretical possibility of a practical method for identification of plant species and commercial varieties",0.0
930,"the capital, istanbul, and the regional capital cities",,0.0
931,,,
932,public money,,0.0
933,,"summer 2005. since the september 11, 2001 attacks, french troops have been stationed at the dushan",
934,brake lights for cars,"light clusters. the use in brakes improves safety, due to a great reduction in the time needed to light fully, or faster rise time, up to 0. 5 second faster [ citation",0.0
935,,,
936,,,
937,30/60 hz,"frame rate does hdtv operate at? [sep] pal, secam and ntsc frame rates technically apply only to analogue standard definition television, not to digital or high definition broadcasts. however, with the roll out of digital broadcasting, and",0.0
938,pointing the cursor in the top-left corner of the screen and moving down,"windows has been converted into a hotspot in the lower - left corner of the screen, which displays a large tooltip displaying a thumbnail",0.0
939,misrata,,0.0
940,figurative depiction,"by his name in hebrew letters. near him were lion cubs, a giraffe and a snake listening to him playing a lyre. a further portion of the floor was divided by medallions formed by vine leaves, each of which contains an animal : a lioness suckling her cub, a giraffe, peacocks, panthers, bears, a zebra and so on. the floor was paved in 508",0.0
941,,"significance. "" the term "" christian "" is also used adjectivally to describe anything associated with christianity, or in a proverbial sense "" all that is noble, and good, and christ -",
942,amblin,,0.0
943,roman catholic church clerics,,0.0
944,,,
945,,,
946,1970s and 1980s,,0.0
947,,,
948,the geneva convention,,0.0
949,estudiantina figaro,,0.0
950,napoleonic wars,,0.0
951,,,
952,,,
953,,jersey,
954,,"' s operations base in the desert. they travel by train to the nearest station, but are once again confronted by hinx ; they engage in a fight throughout the train in which mr hinx is eventually thrown off",
955,,,
956,beast,"bmt ) for enlisted personnel. while the intense training has become longer, it also has shifted to include a deployment phase. this deployment phase, now called the beast, places the trainees in a surreal environment that they may experience once they deploy. while the trainees do tackle the massive obstacle courses along with the beast,",1.0
957,23,drug use. applicants who fail polygraphs may not gain employment with the fbi. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad],0.0
958,,,
959,radovan karadžić and ratko mladić,,0.0
960,in the middle of the 2nd century bc,"iran, and the century - long geopolitical arch - rivalry between romans and parthians began, culminating in the roman – parthian wars. the parthian empire continued as a feudal monarchy for nearly five centuries, until 224 ce, when",0.0
961,the ways they wish to be referred to,,0.0
962,,he could,
963,10% to 212%,,0.0
964,"the lack of adequate, available, and affordable medical care.","poverty is a good indicator of the rate of infectious diarrhea in a population. this association does not stem from poverty itself, but rather from the conditions under which impoverished people live. the absence of certain resources compromises the ability of the poor to defend themselves against infectious diarrhea. "" poverty is associated with poor housing, crowding, dirt floors, lack of access to clean water or to sanitary disposal of fecal waste ( sanitation ), cohabitation with domestic animals that may carry human pathogens, and a lack of refriger",0.0
965,james j. hill,,0.0
966,special imperial commissioner,"in to china? [sep] in 1838 with the amount of smuggled opium entering china approaching 1, 400 tons a year, the chinese imposed a death penalty for opium smuggling and sent a special imperial commissioner, lin zexu, to curb smuggling. this resulted in the first opium war",1.0
967,abdel karim qasim and abdel salam aref,"monarchy? [sep] on 14 july, iraqi army officers abdel karim qasim and abdel sal",0.0
968,buenos aires,"various occasions, including several times when it was taken over to be used as a base to defend the eastern province of the viceroyalty from portuguese incursions. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
969,,,
970,opium poppy,trafficking is the major illegal source of income in tajikistan as it is an important transit country,0.0
971,meantone,,0.0
972,250 million,,0.0
973,foia policies,,0.0
974,,,
975,,"task lighting. leds have many advantages over incandescent light sources including lower energy consumption, longer lifetime, improved physical robustness, smaller size, and faster switching.",
976,1.7 million,,0.0
977,the sanctuary,am,0.0
978,buried,which had on a previous occasion [ 228 bc,0.0
979,2002,,0.0
980,,,
981,"16,000.",,0.0
982,"5,200,000 acres",,0.0
983,seasons,,0.0
984,anti-slavery international and the environmental justice foundation (ejf),"uzbekistan, where children aged 10 are forced to work in the fields. the activists were calling to ban the use of uzbek cotton and implement a "" track and trace "" systems to guarantee an ethical responsible source of the material. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
985,1920s,around the bargate in 1932 and 1938.,0.0
986,,,
987,,,
988,"scriptures, theological writings, and understanding and interpretation of church doctrine","faith and catechisms formally adopted by various branches of the church, often referred to as "" subordinate standards "". it is generally considered that the point of such learning is to enable one to put one's faith into practice ; some presbyterians generally exhibit their faith in action as well as words, by generosity, hospitality, as well as pro",0.0
989,,american public health association ( apha ).,
990,,,
991,belarus,"gorbachev called it an unconstitutional coup. however, by this time there was no longer any reasonable doubt that, as",0.0
992,100,"light bulbs have an advantage in applications where accurate color reproduction is important, since the continuous blackbody spectrum emitted from an incandescent light - bulb filament yields near - perfect color rendition, with a color rendering index of 100 ( the best possible ). white - balancing is still required to avoid too "" warm "" or "" cool "" colors, but this is a simple process that requires only the color temperature in kelvin",1.0
993,the normandy landings,ii battle was the canadian,0.0
994,copper,,0.0
995,the gothic vault,", unlike the semi - circular vault of roman and romanesque buildings, can be used to roof rectangular and irregularly shaped plans such as trapezoids. the other structural advantage is that the pointed arch channels the weight onto the bearing piers or columns at a steep",0.0
996,,off - street,
997,1808 until 1829,,0.0
998,columbia record company,"who released the 12 inch lp? [sep] beginning in 1939, dr. peter goldmark and his staff at columbia records and at cbs laboratories undertook efforts to address problems of recording and playing back narrow grooves and developing an inexpensive, reliable consumer playback system. it took about eight years of study, except when it was suspended because of world war ii. finally, the 12 - inch ( 30 cm ) long play ( lp ) 33 1⁄3 rpm microgroo",0.0
999,,,
1000,,,
1001,brazil,public demonstrations and lectures to introduce the new invention to the scientific community as,0.0
1002,,"[cls] in what month in 2018 did bike miami start? [sep] in recent years the city government, under mayor manny diaz, has taken an ambitious stance in support of bicycling in miami for both recreation and commuting. every month, the city hosts "" bike miami "", where major streets in downtown and brickell are closed to automobiles, but left open for pedestrians and bicyclists. the event began in november 2008, and has doubled in popularity from 1, 500 participants to about 3, 000",
1003,,,
1004,,,
1005,,,
1006,,"enough to be included in the first "" modern "" olympic games in 1896. from then on until the early 1950s, both national and international competitions involved a changing variety of exercises gathered under the rubric, gymnastics, that would seem strange to today's audiences and that included for example, synchronized team floor calisthenics, rope climbing, high jumping, running, and horizontal ladder. during the 1920s, women organized and participated in gymnastics events. the first women's olympic competition was primitive, only involving synchronized calisthenics and track and field. these games were held in 1928, in amsterdam. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",
1007,the nobel prize,,0.0
1008,fitzwilliam,"from? [sep] at this point, fox whispered that there was "" no loss of friendship "". "" i regret to say there is "", burke replied, "" i have indeed made a great sacrifice ; i have done my duty though i have lost my friend. there is something in the detested french constitution that envenoms every thing it touches "". this provoked a reply from fox, yet he was unable to give his speech for some time since he was overcome with tears and emotion, he appealed to burke to remember their inalienable friendship, but also repeated his criticisms of burke and uttered "" unusually bitter sarcasms "". this only aggravated the rupture between the two men. burke demonstrated his separation from the party on 5 june 1791 by writing to fitzwilliam, declining money from him. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",1.0
1009,,"alberta, south - western saskatchewan and eastern montana are mainly semi hot steppe land and are generally characterised by rangeland or marginal farmland. the region ( especially the high plains )",
1010,european armies,"franco - prussian war had great influence on military thinking over the next forty years. lessons drawn from the war included the need for a general staff system, the scale and duration of future wars and the tactical use of artillery and cavalry. the bold use of artillery by the prussians, to silence french guns at long range and then to directly support infantry attacks at",0.0
1011,1830,"in what year did france move into alger? [sep] france used the right moment and occupied alger in 1830. in 1831 muhammad ali of egypt, who was the most powerful vassal of the ottoman empire, claimed independence. ottoman forces were defeated in a number of battles, and egyptians were ready to capture constantinople, which forced the sultan mahmud ii to seek for russian military aid. 10 000 russian army corps landed on the bosphorus shores in 1833 and helped to prevent the capture of constantinople",1.0
1012,monoculture farms,"rotate crops. although some polyculture farmers use the same techniques, they also employ integrated pest management strategies as",0.0
1013,,[cls] what airport wasn't,
1014,,"proximity to the larger city. in 1952, however, the fcc began licensing uhf channels, making it possible for cities such as san diego to acquire more stations. stations based in mexico ( with itu prefixes of xe and xh ) also serve the san diego market. television stations today include xhtjb 3",
1015,the plebeians,,0.0
1016,,,
1017,china was accused of giving military assistance to the ethnic chinese rebels.,,0.0
1018,three,,0.0
1019,the wages in thuringia are low compared to rich bordering lands like hesse and bavaria.,"then, it has decreased to 7 % in 2013, which is only slightly above the national average. the decrease is caused on the one hand by the emergence of new jobs and on the other by a marked decrease in the working - age population, caused by emigration and low birth rates for decades. the wages in thuringia are low compared to rich bordering lands like hesse and bavaria. therefore, many thuringians are working in other german lands and even in austria and switzerland as weekly commuters. nevertheless, the demographic transition in thuringia leads to a lack of workers in some sectors. external immigration into thuringia has been encouraged by the government since about 2010 to counter this problem. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",1.0
1020,,,
1021,"maadi, egypt",,0.0
1022,bohr magneton,and atomic nuclei respectively. the bohr magneton is the magnetic moment which would be expected for an electron if it behaved as a spinning charge according to classical electrodynami,1.0
1023,"the character of physical law, qed: the strange theory of light and matter","multiple major projects at the same time, including a request",0.0
1024,grand vizier kara mustafa pasha,,0.0
1025,central bank of samoa,nation's economy.,0.0
1026,,,
1027,write down the answer,mann leans coyly against the blackboard and says : dick's method is this. you write down the problem. you think very hard. ( he shuts his eyes and presses his knuckles par,0.0
1028,,,
1029,lsd,"signs of alcoholism, as he did not want to do anything that could damage his brain — the same reason given in "" o americano, outra vez "" for his reluctance to experiment with lsd. [sep] [pad] [pad] [pad] [pad] [pad] [pad]",1.0
1030,the council of ministers,,0.0
1031,a spicy stew,,0.0
1032,,,
1033,,,
1034,,,
1035,,,
1036,,,
1037,stone age,,0.0
1038,antonio montero,"museum has annexed eight historical houses in the city, five of which are located in the ciudad vieja. one of them, on the same block with the main building, is the historic residence of antonio montero, which houses the museo romantico. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",1.0
1039,,,
1040,fukushima daiichi power plant in 2011,"plans for a new nuclear plant in the canton of bern have been put on hold after the accident at the fukushima daiichi power plant in 2011. the swiss federal office of energy ( sfoe ) is the office responsible for all questions relating to energy supply and energy use within the federal department of environment, transport, energy and communications ( detec ). the agency is supporting the 2000 - watt society initiative to cut the nation's energy use by more than half by the year 205",1.0
1041,,"famicom ( ファミコン, famikon? ) and abbreviated as fc ) on july 15, 1983, and was later released in north america during 1985, in europe during 1986, and australia in 1987. in south korea, it was known as the hyundai comboy ( 혀",
1042,10-meter location-tracking accuracy,,0.0
1043,1971,,0.0
1044,kane kramer,,0.0
1045,,,
1046,ancient mississippian culture,,0.0
1047,,"444 patients with high cholesterol and heart disease. after five years, the study concluded the patients saw a 35 % reduction in their cholesterol, and their chances of dying of a heart attack were reduced by 42 %. in 1995, zocor and mevacor both made merck over us $ 1 billion. endo was awarded the 2006 japan prize, and the lasker - debakey clinical medical research award in 2008. for his "" pioneering research into a new class of molecules "" for "" lowering cholesterol, "" [",
1048,,,
1049,the non-indigenous christian religion,,0.0
1050,,,
1051,group 11,"what group of the periodic table is copper in? [sep] copper, silver and gold are in group",0.0
1052,,##k / ; ce,
1053,troop deployment and disposition orders,"constitution determines that the commander - in - chief of the canadian armed forces is the country's sovereign, who, since 1904, has authorized his or her viceroy, the governor general, to exercise the duties ascribed to the post of commander - in - chief and to hold the associated title since 1905. all troop deployment and disposition orders, including declarations of war, fall within the royal prerogative and are issued as orders in council, which",1.0
1054,shantytowns,,0.0
1055,,"? [sep] on 5 july 2004, the",
1056,,"vaulted ceiling. to the sides are blind arcading, remains of 14th - century paintings and",
1057,operation enduring freedom,"us's afghanistan operation? [sep] following the 11 september 2001 attacks, former president of pakistan pervez musharraf sided with the u. s. against the taliban government in afghanistan after an ultimatum by then u. s. president george w. bush. musharraf agreed to give the u. s. the use of three airbases for operation enduring freedom. united states secretary of state colin powell and other u. s. administration officials met with musharraf. on 19 september 2001, musharraf addressed the people of pakistan and stated that, while he opposed military tactics against the taliban, pakistan risked being endangered by an alliance of india and",1.0
1058,to create competition,,0.0
1059,around 3.8 million,,0.0
1060,communicate,,0.0
1061,,". g. pottery, bone implements ). they were also skilled manufacturers of a range of other types of stone tools and ornaments, including projectile points, beads, and statuettes. but what allowed forest clearance on a large scale was the polished stone",
1062,cardinal,,0.0
1063,cheese,42 % of all mennonites,0.0
1064,senior management or committee position,,0.0
1065,international ladies' garment workers' union,,0.0
1066,,"xhtjb 3 ( once tv ), xetv 6 ( cw ), kfmb 8 ( cbs ), kgtv 10 ( abc ), xewt 12 ( televisa regional ), kpbs 15 ( pbs ), kbnt - cd 17 ( univision ), xhtit - tdt 21 ( azteca 7 ), xhjk - tdt 27 ( azteca 13 ), xhas 33 ( telemundo ), k35dg - d 35 ( ucsd - tv ), kdtf - ld 51 ( telefutura ), knsd 39 ( nbc ), kzsd - lp 41 ( azteca america ), ksex - cd 42 ( infomercials ), xhbj - tdt 45 ( gala tv ), xhdtv 49 ( mntv ), kusi 51 ( independent ), xhuaa - tdt 57 ( canal de las estrellas ), and kswb - tv 69 ( fox ). san diego",
1067,ceasing to be,"and experiences ) are inconstant, unsteady, and impermanent. everything we can experience through our senses is made up of parts, and its existence is dependent on external conditions. everything is in constant flux, and so conditions and the thing itself are constantly changing. things are constantly coming into being, and ceasing to be. since nothing lasts, there is no inherent or fixed nature to any object or experience. according to the doctrine of impermanence, life embodies this flux in the aging process, the cycle of rebirth ( samsara ), and in any experience of loss. the doctrine asserts that because things are impermanent, attachment to them is futile and leads to suffering ( dukkha ).",1.0
1068,vestals,"the 4th century, after political power within the empire had shifted to the christians. when the christian emperor gratian refused the office of pontifex maximus, he took steps toward the dissolution of the order. his successor theodosius i extinguished vesta's sacred",0.0
1069,,"[cls] who brought litigation to the arv? [sep] in march 2001, 40 multi - national pharmaceutical companies brought litigation against south africa for its medicines act, which allowed the generic production of antiretroviral drugs ( arvs ) for treating hiv, despite the fact that these drugs were on - patent",
1070,merit,"in the past. people like ward connerly assert that affirmative action requires the very discrimination it is seeking to eliminate. according to these opponents, this contradiction might make affirmative action counter - productive. one argument for reverse discrimination is the idea that affirmative action encourages mediocrity and incompetence. job positions would not be offered to the applicants who are the most qualified, but to applicants with a special trait such as",0.0
1071,converted from utility power,,0.0
1072,11th century,,0.0
1073,error,,0.0
1074,70–90 mb/s,the referenced document as part of the electrical test description for the high - speed ( hs ) mode at 480 mbit /,0.0
1075,1859 to 1873,"##on acted as minister? [sep] albrecht von roon, the prussian minister of war from 1859 to 1873, put into effect a series of reforms of the prussian military system in the 1860s. among these were two major reforms that substantially increased the military power of germany. the first was a reorganization of the army that integrated the regular army and the land",1.0
1076,bob hawke,". his government included the first aboriginal federal parliamentarian, neville bonner, and in 1976,",0.0
1077,a self-ascending elevator with its own propulsion,,0.0
1078,150,,0.0
1079,english,,0.0
1080,,,
1081,,"baptist convention, formed from black baptists of the south and west, helped southern associations set up black state conventions, which they did in alabama, arkansas, virginia, north carolina, and kentucky. in 1880 black state conventions united in the national foreign mission convention, to support black baptist missionary work. two other national black conventions were formed,",
1082,the caribbean,"1800? [sep] when revolutionary france declared war on great britain in 1793, the united states sought to remain neutral, but the jay treaty, which was favorable to great britain, angered the french",0.0
1083,32 million,,0.0
1084,emilio marcos palma,,0.0
1085,3%,semi - official recognition by being allowed as medium of instruction in primary schools. it is expected of private,0.0
1086,,,
1087,invariant theory,,0.0
1088,2012,"media were created in 2012 by businessman martin e. judge, founder and owner of the judge group. the company, called afl global, llc, looks to introduce and launch professional arena football teams and franchises in various locations throughout the world ( like nfl europe ). after their successful trip to china to help promote the game, they formally announced plans to further develop afl china by the fall of 2014 by starting a comprehensive training program in may 2013 with exhibition games planned for the cities of beijing and guangzhou in october. this is the first time professional football of any kind",1.0
1089,,,
1090,trolley service,"1890s all the lines had become electric. in the 1920s and 1930s, some of the trolley lines began to be replaced by bus lines, with the last",0.0
1091,weather was poor,farnborough. the day's fighting cost kesselring and luftflotte,0.0
1092,the incursions of the russian empire,,0.0
1093,middle of the road,,0.0
1094,,,
1095,have the will and the way to do many things,productive than criticism and,0.0
1096,childeric,"christianity. britons, related to the natives of britannia — modern - day great britain — settled in what is now brittany. [ h",0.0
1097,"october 22, 1854","did classes first begin at washington university? [sep] although chartered as a university, for many years washington university functioned primarily as a night school located on 17th street and washington avenue in the heart of downtown st. louis. owing to limited financial resources, washington university initially used public buildings. classes began on october 22, 1854, at the benton school building. at first the university paid for the evening classes, but as their popularity grew, their funding was transferred to the st. louis public schools. eventually the board secured funds for the construction of academic hall and a half dozen other buildings. later the university divided into three departments : the manual training school, smith academy, and the mary",1.0
1098,"the expulsion of the acadians, the siege of quebec","north america. [sep] the history of the seven years'war in north america, particularly the expulsion of the acadians, the siege of quebec, the death of wolfe, and the battle of fort william henry generated a vast number of ballads, broadsides, images, and novels ( see longfellow's evangeline, benjamin west's the death of general wolfe, james fenimore cooper's the last of the mo",1.0
1099,,"set g is called the underlying set of the group ( g, • ). often the group's underlying set g is used as a short name for the group ( g, • ). along the same lines, shorthand expressions such as "" a subset of the group g "" or",
1100,fifteen,,0.0
1101,west coast of turkey,"turkey, the dodecanese, another loose collection in the southeast between crete and turkey, the sporades, a small tight group off the coast of northeast euboea, and the ionian islands, located to the west of the mainland",0.0
1102,barun yantra karyalaya,"the neighboring cities of lalitpur and bhaktapur. in 1966, a fire service was established in kathmandu airport. in 1975, a west",0.0
1103,,"[cls] who was permitted to have official relationships with whites? [sep] anti - miscegenation laws were passed in most states during the 18th, 19th and early 20th centuries, but this did not prevent white slaveholders, their sons, or other powerful white men from taking slave women as concubines and having multiracial children with them. in california and the western",
1104,how the benefits of affirmative action would go to those who did not need it,"one another. libertarian economist thomas sowell identified what he says are negative results of affirmative action in his book, affirmative action around the world : an empirical study. sowell writes that affirmative action policies encourage non - preferred groups to designate themselves as members of preferred groups [ i. e., primary beneficiaries of affirmative action ] to take advantage of group preference policies ; that they tend to benefit primarily the most fortunate among the preferred group ( e. g., upper and middle class blacks ), often to the detriment of the least fortunate among the non - preferred groups (",0.0
1105,,"example, a point - of - foul infraction committed by the defence in their end zone is not ruled a touchdown, but instead advances the ball to the one - yard line with an automatic first down. for a distance penalty, if the yardage is greater than half the distance to the goal line, then the ball is advanced half the distance to the goal line, though only up to the one - yard line ( unlike american football, in canadian football no scrimmage may start inside either one - yard line ). if the original penalty yardage would have resulted in a first down or moving the ball past the goal line,",
1106,logograms,"##intelligible. as a series of migration to the south throughout the history, the regional languages of the south, including xiang, wu, gan, min, yue ( cantonese ), and hakka often show traces of old chinese or middle chinese. from the ming dynasty onward, beijing has been the capital of china and the dialect spoken in beijing has had the most prestige among other varieties. with the founding of the republic of china, standard mandarin was designated as the official language, based on the spoken language of beijing. since then, other spoken varieties are regarded as fangyan ( dialects ). cantonese is still the most commonly used language in hong kong, macau",0.0
1107,,,
1108,la tène,,0.0
1109,,,
