,id,title,context,question,answers,context_length,answer_text,start_index,answer_pos,context_cat,answer_start_cat,answer_pos_cat
54695,5726843b708984140094c8a6,Greece,"Along with the Byzantine (Church) chant and music, the Greek people also cultivated the Greek folk song which is divided into two cycles, the akritic and klephtic. The akritic was created between the 9th and 10th centuries and expressed the life and struggles of the akrites (frontier guards) of the Byzantine empire, the most well known being the stories associated with Digenes Akritas. The klephtic cycle came into being between the late Byzantine period and the start of the Greek War of Independence. The klephtic cycle, together with historical songs, paraloghes (narrative song or ballad), love songs, mantinades, wedding songs, songs of exile and dirges express the life of the Greeks. There is a unity between the Greek people's struggles for freedom, their joys and sorrow and attitudes towards love and death.",Between what centuries was the akritic cycle of Greek song created?,"{'text': array(['9th and 10th'], dtype=object), 'answer_start': array([200], dtype=int32)}",820,9th and 10th,200,0.24390243902439024,"(700, 1000]","[150, 400)","[0.0, 0.25)"
47646,571a6c094faf5e1900b8a99b,Ashkenazi_Jews,"Genetic studies on Ashkenazim have been conducted to determine how much of their ancestry comes from the Levant, and how much derives from European populations. These studies—researching both their paternal and maternal lineages—point to a significant prevalence of ancient Levantine origins. But they have arrived at diverging conclusions regarding both the degree and the sources of their European ancestry. These diverging conclusions focus particularly on the extent of the European genetic origin observed in Ashkenazi maternal lineages.",Genetic studies on the Ashkenazim have tried to determine how much of their ancestry is derived from European populations and from where?,"{'text': array(['the Levant'], dtype=object), 'answer_start': array([101], dtype=int32)}",542,the Levant,101,0.1863468634686347,"(0, 600]","[0, 150)","[0.0, 0.25)"
12705,5ace2dc432bba1001ae49cd1,Sony_Music_Entertainment,"In 1964, CBS established its own UK distribution with the acquisition of Oriole Records. EMI continued to distribute Epic and Okeh label material on the Columbia label in the UK until the distribution deal with EMI expired in 1968 when CBS took over distribution.",ABC took over distribution in what year?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",263,,-1,-0.0038022813688212928,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
67558,5728b4e33acd2414000dfd26,Switzerland,"Many Swiss also follow ice hockey and support one of the 12 clubs in the League A, which is the most attended league in Europe. In 2009, Switzerland hosted the IIHF World Championship for the 10th time. It also became World Vice-Champion in 2013. The numerous lakes make Switzerland an attractive place for sailing. The largest, Lake Geneva, is the home of the sailing team Alinghi which was the first European team to win the America's Cup in 2003 and which successfully defended the title in 2007. Tennis has become an increasingly popular sport, and Swiss players such as Martina Hingis, Roger Federer, and most recently, Stanislas Wawrinka have won multiple Grand Slams. Swiss professional wrestler Claudio Castagnoli is currently signed with WWE, and is a former United States champion.",Which Swiss sailing team was the 1st to win America's Cup in 2003?,"{'text': array(['Alinghi'], dtype=object), 'answer_start': array([374], dtype=int32)}",791,Alinghi,374,0.47281921618204803,"(700, 1000]","[150, 400)","[0.25, 0.5)"
35267,5acd746107355d001abf431e,Aircraft_carrier,"In August 2013, a launching ceremony for Japan's largest military ship since World War II was held in Yokohama. The 820-foot-long (250 m), 19,500-ton flattop Izumo was deployed in March 2015. The ship is able to carry up to 14 helicopters; however, only seven ASW helicopters and two SAR helicopters were planned for the initial aircraft complement. For other operations, 400 troops and fifty 3.5 t trucks (or equivalent equipment) can also be carried. The flight deck has five helicopter landing spots that allow simultaneous landings or take-offs. The ship is equipped with two Phalanx CIWS and two SeaRAM for its defense. The destroyers of this class were initially intended to replace the two ships of the Shirane class, which were originally scheduled to begin decommissioning in FY2014.",How much does Japan's smallest military ship weigh?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",792,,-1,-0.0012626262626262627,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
55719,5726ca3ddd62a815002e905e,Hokkien,"Hokkien, especially Taiwanese, is sometimes written in the Latin script using one of several alphabets. Of these the most popular is Pe̍h-ōe-jī (traditional Chinese: 白話字; simplified Chinese: 白话字; pinyin: Báihuàzì). POJ was developed first by Presbyterian missionaries in China and later by the indigenous Presbyterian Church in Taiwan; use of this alphabet has been actively promoted since the late 19th century. The use of a mixed script of Han characters and Latin letters is also seen, though remains uncommon. Other Latin-based alphabets also exist.",Hokkien is sometimes written in what script?,"{'text': array(['Latin'], dtype=object), 'answer_start': array([59], dtype=int32)}",553,Latin,59,0.10669077757685352,"(0, 600]","[0, 150)","[0.0, 0.25)"
30758,5707268f9e06ca38007e949b,Chihuahua_(state),"The liberal political forces maintained strong control over the state government until shortly after the French Intervention which turned the tables in favor to the conservative forces once again. The intervention had serious repercussions for the state of Chihuahua. President Juárez, in an effort to organize a strong defense against the French, decreed a list of national guard units that every state had to contribute to the Ministry of War and the Navy; Chihuahua was responsible for inducting 2,000 men. Regaining power, Governor Luis Terrazas assigned the First Battalion of Chihuahua for integration into the national army led by General Jesús González Ortega; the battalion was deployed to Puebla. After the defeat of the army in Puebla, the Juárez administration was forced to abandon Mexico City; the president retreated further north seeking refuge in the state of Chihuahua.",Which political forces maintained strong control over the state until shortly after French intervention?,"{'text': array(['liberal'], dtype=object), 'answer_start': array([4], dtype=int32)}",887,liberal,4,0.004509582863585118,"(700, 1000]","[0, 150)","[0.0, 0.25)"
17755,56e150d1cd28a01900c677ac,Universal_Studios,"The end for the Laemmles came with a lavish version of Show Boat (1936), a remake of its earlier 1929 part-talkie production, and produced as a high-quality, big-budget film rather than as a B-picture. The new film featured several stars from the Broadway stage version, which began production in late 1935, and unlike the 1929 film was based on the Broadway musical rather than the novel. Carl, Jr.'s spending habits alarmed company stockholders. They would not allow production to start on Show Boat unless the Laemmles obtained a loan. Universal was forced to seek a $750,000 production loan from the Standard Capital Corporation, pledging the Laemmle family's controlling interest in Universal as collateral. It was the first time Universal had borrowed money for a production in its 26-year history. The production went $300,000 over budget; Standard called in the loan, cash-strapped Universal could not pay, Standard foreclosed and seized control of the studio on April 2, 1936.",In what year had Universal previously made a version of Show Boat?,"{'text': array(['1929'], dtype=object), 'answer_start': array([97], dtype=int32)}",985,1929,97,0.09847715736040609,"(700, 1000]","[0, 150)","[0.0, 0.25)"
111479,5ad0d00c645df0001a2d0499,Premier_League,"The team placed fifth in the Premier League automatically qualifies for the UEFA Europa League, and the sixth and seventh-placed teams can also qualify, depending on the winners of the two domestic cup competitions i.e. the FA Cup and the Capital One Cup (League Cup). Two Europa League places are reserved for the winners of each tournament; if the winner of either the FA Cup or League Cup qualifies for the Champions League, then that place will go to the next-best placed finisher in the Premier League. A further place in the UEFA Europa League is also available via the Fair Play initiative. If the Premier League has one of the three highest Fair Play rankings in Europe, the highest ranked team in the Premier League Fair Play standings which has not already qualified for Europe will automatically qualify for the UEFA Europa League first qualifying round.",Thre Europa League places are reserved for the winners of what? ,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",865,,-1,-0.0011560693641618498,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
30585,570714249e06ca38007e93b1,Chihuahua_(state),"Between AD 300 and 1300 in the northern part of the state along the wide, fertile valley on the San Miguel River the Casas Grandes (Big Houses) culture developed into an advanced civilization. The Casas Grandes civilization is part of a major prehistoric archaeological culture known as Mogollon which is related to the Ancestral Pueblo culture. Paquime was the center of the Casas Grandes civilization. Extensive archaeological evidence shows commerce, agriculture, and hunting at Paquime and Cuarenta Casas (Forty Houses).",Which prehistoric culture did Casas Grandes stem from?,"{'text': array(['Mogollon'], dtype=object), 'answer_start': array([287], dtype=int32)}",524,Mogollon,287,0.5477099236641222,"(0, 600]","[150, 400)","[0.5, 1.5)"
70003,5ad3f69b604f3c001a3ff9ef,Bermuda,"The island experienced large-scale immigration over the 20th century, especially after the Second World War. Bermuda has a diverse population including both those with relatively deep roots in Bermuda extending back for centuries, and newer communities whose ancestry results from recent immigration, especially from Britain, North America, the West Indies, and the Portuguese Atlantic islands (especially the Azores), although these groups are steadily merging. About 46% of the population identified themselves with Bermudian ancestry in 2010, which was a decrease from the 51% who did so in the 2000 census. Those identifying with British ancestry dropped by 1% to 11% (although those born in Britain remain the largest non-native group at 3,942 persons). The number of people born in Canada declined by 13%. Those who reported West Indian ancestry were 13%. The number of people born in the West Indies actually increased by 538. A significant segment of the population is of Portuguese ancestry (10%), the result of immigration over the past 160 years, of whom 79% have residency status.",What did 51% of the population identify as in 2010?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1092,,-1,-0.0009157509157509158,"(1000, 5000]","[-1, 0)","[-0.25, 0.0)"
62403,572771b85951b619008f8a0b,Cotton,"A public genome sequencing effort of cotton was initiated in 2007 by a consortium of public researchers. They agreed on a strategy to sequence the genome of cultivated, tetraploid cotton. ""Tetraploid"" means that cultivated cotton actually has two separate genomes within its nucleus, referred to as the A and D genomes. The sequencing consortium first agreed to sequence the D-genome relative of cultivated cotton (G. raimondii, a wild Central American cotton species) because of its small size and limited number of repetitive elements. It is nearly one-third the number of bases of tetraploid cotton (AD), and each chromosome is only present once.[clarification needed] The A genome of G. arboreum would be sequenced next. Its genome is roughly twice the size of G. raimondii's. Part of the difference in size between the two genomes is the amplification of retrotransposons (GORGE). Once both diploid genomes are assembled, then research could begin sequencing the actual genomes of cultivated cotton varieties. This strategy is out of necessity; if one were to sequence the tetraploid genome without model diploid genomes, the euchromatic DNA sequences of the AD genomes would co-assemble and the repetitive elements of AD genomes would assembly independently into A and D sequences respectively. Then there would be no way to untangle the mess of AD sequences without comparing them to their diploid counterparts.","In order to understand the tetraploid forms, what must be used as a comparison in cotton gene sequencing?","{'text': array(['diploid counterparts'], dtype=object), 'answer_start': array([1397], dtype=int32)}",1418,diploid counterparts,1397,0.9851904090267983,"(1000, 5000]","[400, 5000)","[0.5, 1.5)"
36123,5a3711c795360f001af1b3d9,Gregorian_calendar,"Most Western European countries changed the start of the year to 1 January before they adopted the Gregorian calendar. For example, Scotland changed the start of the Scottish New Year to 1 January in 1600 (this means that 1599 was a short year). England, Ireland and the British colonies changed the start of the year to 1 January in 1752 (so 1751 was a short year with only 282 days) though in England the start of the tax year remained at 25 March (O.S.), 5 April (N.S.) till 1800, when it moved to 6 April. Later in 1752 in September the Gregorian calendar was introduced throughout Britain and the British colonies (see the section Adoption). These two reforms were implemented by the Calendar (New Style) Act 1750.",Who changed the start of the new year to January 1 during the seventeenth century?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",719,,-1,-0.0013908205841446453,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
75498,5a3c00a4cc5d22001a521cf0,Heian_period,"A struggle for succession in the mid-twelfth century gave the Fujiwara an opportunity to regain their former power. Fujiwara no Yorinaga sided with the retired emperor in a violent battle in 1156 against the heir apparent, who was supported by the Taira and Minamoto (Hōgen Rebellion). In the end, the Fujiwara were destroyed, the old system of government supplanted, and the insei system left powerless as bushi took control of court affairs, marking a turning point in Japanese history. In 1159, the Taira and Minamoto clashed (Heiji Rebellion), and a twenty-year period of Taira ascendancy began.",What struggle occured in the 1200's?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",599,,-1,-0.001669449081803005,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
89800,5ad41545604f3c001a4002e8,Alaska,"Of Alaska's 2010 Census population figure of 710,231, 20,429 people, or 2.88% of the population, did not live in an incorporated city or census-designated place. Approximately three-quarters of that figure were people who live in urban and suburban neighborhoods on the outskirts of the city limits of Ketchikan, Kodiak, Palmer and Wasilla. CDPs have not been established for these areas by the United States Census Bureau, except that seven CDPs were established for the Ketchikan-area neighborhoods in the 1980 Census (Clover Pass, Herring Cove, Ketchikan East, Mountain Point, North Tongass Highway, Pennock Island and Saxman East), but have not been used since. The remaining population was scattered throughout Alaska, both within organized boroughs and in the Unorganized Borough, in largely remote areas.",What five areas have not been established as CDPs by the Census Bureau?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",811,,-1,-0.0012330456226880395,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
64886,5726d18a708984140094d22e,Gothic_architecture,"Other cities with a concentration of secular Gothic include Bruges and Siena. Most surviving small secular buildings are relatively plain and straightforward; most windows are flat-topped with mullions, with pointed arches and vaulted ceilings often only found at a few focal points. The country-houses of the nobility were slow to abandon the appearance of being a castle, even in parts of Europe, like England, where defence had ceased to be a real concern. The living and working parts of many monastic buildings survive, for example at Mont Saint-Michel.",What is another city with an accumulation of secular Gothic structures? ,"{'text': array(['Siena'], dtype=object), 'answer_start': array([71], dtype=int32)}",558,Siena,71,0.12724014336917563,"(0, 600]","[0, 150)","[0.0, 0.25)"
45628,571098c9a58dae1900cd6aac,Age_of_Enlightenment,"Coffeehouses were especially important to the spread of knowledge during the Enlightenment because they created a unique environment in which people from many different walks of life gathered and shared ideas. They were frequently criticized by nobles who feared the possibility of an environment in which class and its accompanying titles and privileges were disregarded. Such an environment was especially intimidating to monarchs who derived much of their power from the disparity between classes of people. If classes were to join together under the influence of Enlightenment thinking, they might recognize the all-encompassing oppression and abuses of their monarchs and, because of their size, might be able to carry out successful revolts. Monarchs also resented the idea of their subjects convening as one to discuss political matters, especially those concerning foreign affairs - rulers thought political affairs to be their business only, a result of their supposed divine right to rule. ",What societal group derived much of their power from the disparity between classes of people?,"{'text': array(['Monarchs'], dtype=object), 'answer_start': array([748], dtype=int32)}",1000,Monarchs,748,0.748,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
70624,5a57bbd9770dc0001aeefd23,Utrecht,"Several churches and monasteries were built inside, or close to, the city of Utrecht. The most dominant of these was the Cathedral of Saint Martin, inside the old Roman fortress. The construction of the present Gothic building was begun in 1254 after an earlier romanesque construction had been badly damaged by fire. The choir and transept were finished from 1320 and were followed then by the ambitious Dom tower. The last part to be constructed was the central nave, from 1420. By that time, however, the age of the great cathedrals had come to an end and declining finances prevented the ambitious project from being finished, the construction of the central nave being suspended before the planned flying buttresses could be finished. Besides the cathedral there were four collegiate churches in Utrecht: St. Salvator's Church (demolished in the 16th century), on the Dom square, dating back to the early 8th century. Saint John (Janskerk), originating in 1040; Saint Peter, building started in 1039 and Saint Mary's church building started around 1090 (demolished in the early 19th century, cloister survives). Besides these churches the city housed St. Paul's Abbey, the 15th-century beguinage of St. Nicholas, and a 14th-century chapter house of the Teutonic Knights.",construction on what church began in the 12th century?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1275,,-1,-0.000784313725490196,"(1000, 5000]","[-1, 0)","[-0.25, 0.0)"
60393,572676425951b619008f735d,British_Empire,"From its base in India, the Company had also been engaged in an increasingly profitable opium export trade to China since the 1730s. This trade, illegal since it was outlawed by the Qing dynasty in 1729, helped reverse the trade imbalances resulting from the British imports of tea, which saw large outflows of silver from Britain to China. In 1839, the confiscation by the Chinese authorities at Canton of 20,000 chests of opium led Britain to attack China in the First Opium War, and resulted in the seizure by Britain of Hong Kong Island, at that time a minor settlement.",When did China outlaw opium trade?,"{'text': array(['1729'], dtype=object), 'answer_start': array([198], dtype=int32)}",574,1729,198,0.34494773519163763,"(0, 600]","[150, 400)","[0.25, 0.5)"
45938,5ad2a217d7d075001a429cdd,Nintendo_Entertainment_System,"The Nintendo Entertainment System (also abbreviated as NES) is an 8-bit home video game console that was developed and manufactured by Nintendo. It was initially released in Japan as the Family Computer (Japanese: ファミリーコンピュータ, Hepburn: Famirī Konpyūta?) (also known by the portmanteau abbreviation Famicom (ファミコン, Famikon?) and abbreviated as FC) on July 15, 1983, and was later released in North America during 1985, in Europe during 1986, and Australia in 1987. In South Korea, it was known as the Hyundai Comboy (현대 컴보이 Hyeondae Keomboi) and was distributed by SK Hynix which then was known as Hyundai Electronics. It was succeeded by the Super Nintendo Entertainment System.", When was it released in Africa?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",678,,-1,-0.0014749262536873156,"(600, 700]","[-1, 0)","[-0.25, 0.0)"
24506,56f89a8d9e9bad19000a01b8,Alps,"Glaciers end in ice caves (the Rhone Glacier), by trailing into a lake or river, or by shedding snowmelt on a meadow. Sometimes a piece of glacier will detach or break resulting in flooding, property damage and loss of life. In the 17th century about 2500 people were killed by an avalanche in a village on the French-Italian border; in the 19th century 120 homes in a village near Zermatt were destroyed by an avalanche.",What killed about 2500 people in the 17th century?,"{'text': array(['an avalanche'], dtype=object), 'answer_start': array([278], dtype=int32)}",421,an avalanche,278,0.6603325415676959,"(0, 600]","[150, 400)","[0.5, 1.5)"
29475,57061efb52bb8914006898cd,"Atlantic_City,_New_Jersey","During this time, Atlantic City was under the mayoral reign of Edward L. Bader, known for his contributions to the construction, athletics and aviation of Atlantic City. Despite the opposition of many others, he purchased land that became the city's municipal airport and high school football stadium, both of which were later named Bader Field in his honor. He led the initiative, in 1923, to construct the Atlantic City High School at Albany and Atlantic Avenues. Bader, in November 1923, initiated a public referendum, during the general election, at which time residents approved the construction of a Convention Center. The city passed an ordinance approving a bond issue for $1.5 million to be used for the purchase of land for Convention Hall, now known as the Boardwalk Hall, finalized September 30, 1924. Bader was also a driving force behind the creation of the Miss America competition.",How much was the bond for that was to be used to purchase land for a Convention Center?,"{'text': array(['$1.5 million'], dtype=object), 'answer_start': array([681], dtype=int32)}",897,$1.5 million,681,0.7591973244147158,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
75724,5727b9d23acd2414000deaa9,On_the_Origin_of_Species,"Chapter VIII addresses the idea that species had special characteristics that prevented hybrids from being fertile in order to preserve separately created species. Darwin said that, far from being constant, the difficulty in producing hybrids of related species, and the viability and fertility of the hybrids, varied greatly, especially among plants. Sometimes what were widely considered to be separate species produced fertile hybrid offspring freely, and in other cases what were considered to be mere varieties of the same species could only be crossed with difficulty. Darwin concluded: ""Finally, then, the facts briefly given in this chapter do not seem to me opposed to, but even rather to support the view, that there is no fundamental distinction between species and varieties.""",Why would hybrids have characteristics that keep them from being fertile?,"{'text': array(['in order to preserve separately created species'], dtype=object), 'answer_start': array([115], dtype=int32)}",788,in order to preserve separately created species,115,0.14593908629441624,"(700, 1000]","[0, 150)","[0.0, 0.25)"
7961,5ad0081f77cf76001a6867a5,Republic_of_the_Congo,"Congo's democratic progress was derailed in 1997 when Lissouba and Sassou started to fight for power in the civil war. As presidential elections scheduled for July 1997 approached, tensions between the Lissouba and Sassou camps mounted. On June 5, President Lissouba's government forces surrounded Sassou's compound in Brazzaville and Sassou ordered members of his private militia (known as ""Cobras"") to resist. Thus began a four-month conflict that destroyed or damaged much of Brazzaville and caused tens of thousands of civilian deaths. In early October, the Angolan socialist régime began an invasion of Congo to install Sassou in power. In mid-October, the Lissouba government fell. Soon thereafter, Sassou declared himself president.",When did the tensions between the Lissouba and Sassou camps start to dissipate?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",739,,-1,-0.0013531799729364006,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
86045,57284a61ff5b5019007da10e,PlayStation_3,"CNET awarded PS3 Slim four out of five stars praising its Blu-ray capabilities, 120 GB hard drive, free online gaming service and more affordable pricing point, but complained about the lack of backward compatibility for PlayStation 2 games. TechRadar gave PS3 Slim four and a half stars out of five praising its new smaller size and summed up its review stating ""Over all, the PS3 Slim is a phenomenal piece of kit. It's amazing that something so small can do so much"". However, they criticized the exterior design and the build quality in relation to the original model.",What aspect of the PS3 Slim was CNET unhappy was missing for PS2 games?,"{'text': array(['backward compatibility'], dtype=object), 'answer_start': array([194], dtype=int32)}",572,backward compatibility,194,0.33916083916083917,"(0, 600]","[150, 400)","[0.25, 0.5)"
48178,5ad38c22604f3c001a3fe5be,Pharmaceutical_industry,"In April 1994, the results of a Merck-sponsored study, the Scandinavian Simvastatin Survival Study, were announced. Researchers tested simvastatin, later sold by Merck as Zocor, on 4,444 patients with high cholesterol and heart disease. After five years, the study concluded the patients saw a 35% reduction in their cholesterol, and their chances of dying of a heart attack were reduced by 42%. In 1995, Zocor and Mevacor both made Merck over US$1 billion. Endo was awarded the 2006 Japan Prize, and the Lasker-DeBakey Clinical Medical Research Award in 2008. For his ""pioneering research into a new class of molecules"" for ""lowering cholesterol,""[sentence fragment]",How much money did Simvastatin make in 1995?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",667,,-1,-0.0014992503748125937,"(600, 700]","[-1, 0)","[-0.25, 0.0)"
45160,5ad3f6d9604f3c001a3ffa01,Capital_punishment_in_the_United_States,"At times when a death sentence is affirmed on direct review, it is considered final. Yet, supplemental methods to attack the judgment, though less familiar than a typical appeal, do remain. These supplemental remedies are considered collateral review, that is, an avenue for upsetting judgments that have become otherwise final. Where the prisoner received his death sentence in a state-level trial, as is usually the case, the first step in collateral review is state collateral review. (If the case is a federal death penalty case, it proceeds immediately from direct review to federal habeas corpus.) Although all states have some type of collateral review, the process varies widely from state to state. Generally, the purpose of these collateral proceedings is to permit the prisoner to challenge his sentence on grounds that could not have been raised reasonably at trial or on direct review. Most often these are claims, such as ineffective assistance of counsel, which requires the court to consider new evidence outside the original trial record, something courts may not do in an ordinary appeal. State collateral review, though an important step in that it helps define the scope of subsequent review through federal habeas corpus, is rarely successful in and of itself. Only around 6 percent of death sentences are overturned on state collateral review. In 2010, the death sentences of 53 inmates were overturned as a result of legal appeals or high court reversals.","When a prisoner is given a death sentence in a state, what is the last step of collateral review?","{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1478,,-1,-0.0006765899864682003,"(1000, 5000]","[-1, 0)","[-0.25, 0.0)"
25195,56f8e6839e9bad19000a06cd,Guinea-Bissau,"Malaria kills more residents; 9% of the population have reported infection, It causes three times as many deaths as AIDS. In 2008, fewer than half of children younger than five slept under antimalaria nets or had access to antimalarial drugs.",How many children under five slept under antimalaria nets in 2008?,"{'text': array(['fewer than half'], dtype=object), 'answer_start': array([131], dtype=int32)}",242,fewer than half,131,0.5413223140495868,"(0, 600]","[0, 150)","[0.5, 1.5)"
68405,5726b004f1498d1400e8e752,Crimean_War,"While the churches eventually worked out their differences and came to an initial agreement, both Nicholas I of Russia and Napoleon III refused to back down. Nicholas issued an ultimatum that the Orthodox subjects of the Empire be placed under his protection. Britain attempted to mediate, and arranged a compromise that Nicholas agreed to. When the Ottomans demanded changes, Nicholas refused and prepared for war. Having obtained promises of support from France and Britain, the Ottomans officially declared war on Russia in October 1853.",Who arranged the compromise that Nicholas agreed to?,"{'text': array(['Britain'], dtype=object), 'answer_start': array([260], dtype=int32)}",540,Britain,260,0.48148148148148145,"(0, 600]","[150, 400)","[0.25, 0.5)"
14683,5a10dce006e79900185c342d,Internet_service_provider,"Many mailbox providers are also access providers, while others are not (e.g., Yahoo! Mail, Outlook.com, Gmail, AOL Mail, Po box). The definition given in RFC 6650 covers email hosting services, as well as the relevant department of companies, universities, organizations, groups, and individuals that manage their mail servers themselves. The task is typically accomplished by implementing Simple Mail Transfer Protocol (SMTP) and possibly providing access to messages through Internet Message Access Protocol (IMAP), the Post Office Protocol, Webmail, or a proprietary protocol.",All mailbox providers were also what?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",579,,-1,-0.0017271157167530224,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
83142,5727cbc3ff5b5019007d9567,Oklahoma,"Oklahoma i/ˌoʊkləˈhoʊmə/ (Cherokee: Asgaya gigageyi / ᎠᏍᎦᏯ ᎩᎦᎨᏱ; or translated ᎣᎦᎳᎰᎹ (òɡàlàhoma), Pawnee: Uukuhuúwa, Cayuga: Gahnawiyoˀgeh) is a state located in the South Central United States. Oklahoma is the 20th most extensive and the 28th most populous of the 50 United States. The state's name is derived from the Choctaw words okla and humma, meaning ""red people"". It is also known informally by its nickname, The Sooner State, in reference to the non-Native settlers who staked their claims on the choicest pieces of land before the official opening date, and the Indian Appropriations Act of 1889, which opened the door for white settlement in America's Indian Territory. The name was settled upon statehood, Oklahoma Territory and Indian Territory were merged and Indian was dropped from the name. On November 16, 1907, Oklahoma became the 46th state to enter the union. Its residents are known as Oklahomans, or informally ""Okies"", and its capital and largest city is Oklahoma City.",Where does Oklahoma rank by population?,"{'text': array(['28th'], dtype=object), 'answer_start': array([239], dtype=int32)}",993,28th,239,0.2406847935548842,"(700, 1000]","[150, 400)","[0.0, 0.25)"
99673,5a7a08ac17ab25001a8a023c,Czech_language,"Czech (/ˈtʃɛk/; čeština Czech pronunciation: [ˈt͡ʃɛʃcɪna]), formerly known as Bohemian (/boʊˈhiːmiən, bə-/; lingua Bohemica in Latin), is a West Slavic language strongly influenced by Latin and German language, spoken by over 10 million people and it is the official language of the Czech Republic. Czech's closest relative is Slovak, with which it is mutually intelligible. It is closely related to other West Slavic languages, such as Silesian and Polish. Although most Czech vocabulary is based on shared roots with Slavic, Romance, and Germanic languages, many loanwords (most associated with high culture) have been adopted in recent years.",What language is closest to Latin?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",645,,-1,-0.0015503875968992248,"(600, 700]","[-1, 0)","[-0.25, 0.0)"
78988,5727d7d84b864d1900163e4e,Eton_College,"Until 18 December 2010, Eton College was an exempt charity under English law (Charities Act 1993, Schedule 2). Under the provisions of the Charities Act 2006, it is now an excepted charity, and fully registered with the Charities Commission, and is now one of the 100 largest charities in the UK. As a charity, it benefits from substantial tax breaks. It was calculated by the late David Jewell, former Master of Haileybury, that in 1992 such tax breaks saved the School about £1,945 per pupil per year, although he had no direct connection with the School. This subsidy has declined since the 2001 abolition by the Labour Government of state-funded scholarships (formerly known as ""assisted places"") to independent schools. However, no child attended Eton on this scheme, meaning that the actual level of state assistance to the School has always been lower. Eton's retiring Head Master, Tony Little, has claimed that the benefits that Eton provides to the local community free of charge (use of its facilities, etc.) have a higher value than the tax breaks it receives as a result of its charitable status. The fee for the academic year 2010–2011 was £29,862 (approximately US$48,600 or €35,100 as of March 2011), although the sum is considerably lower for those pupils on bursaries and scholarships.",Why is being a charity beneficial to Eton?,"{'text': array(['substantial tax breaks'], dtype=object), 'answer_start': array([328], dtype=int32)}",1302,substantial tax breaks,328,0.2519201228878648,"(1000, 5000]","[150, 400)","[0.25, 0.5)"
95620,5729ca3baf94a219006aa629,IBM,"IBM's employee management practices can be traced back to its roots. In 1914, CEO Thomas J. Watson boosted company spirit by creating employee sports teams, hosting family outings, and furnishing a company band. IBM sports teams still continue in the present day; the IBM Big Blue continue to exist as semi-professional company rugby and American football teams. In 1924 the Quarter Century Club, which recognizes employees with 25 years of service, was organized and the first issue of Business Machines, IBM's internal publication, was published. In 1925, the first meeting of the Hundred Percent Club, composed of IBM salesmen who meet their quotas, convened in Atlantic City, New Jersey.",What is the Hundred Percent Club composed of?,"{'text': array(['IBM salesmen who meet their quotas'], dtype=object), 'answer_start': array([617], dtype=int32)}",691,IBM salesmen who meet their quotas,617,0.8929088277858177,"(600, 700]","[400, 5000)","[0.5, 1.5)"
115472,5730215004bcaa1900d771e1,Windows_8,"Many other builds were released until the Japan's Developers Day conference, when Steven Sinofsky announced that Windows 8 Release Preview (build 8400) would be released during the first week of June. On May 28, 2012, Windows 8 Release Preview (Standard Simplified Chinese x64 edition, not China-specific version, build 8400) was leaked online on various Chinese and BitTorrent websites. On May 31, 2012, Windows 8 Release Preview was released to the public by Microsoft. Major items in the Release Preview included the addition of Sports, Travel, and News apps, along with an integrated version of Adobe Flash Player in Internet Explorer. Like the Developer Preview and the Consumer Preview, the release preview expired on January 15, 2013.",When was the Windows 8 Release Preview accidentally revealed?,"{'text': array(['May 28, 2012'], dtype=object), 'answer_start': array([204], dtype=int32)}",741,"May 28, 2012",204,0.27530364372469635,"(700, 1000]","[150, 400)","[0.25, 0.5)"
